Estado,Año,Codigo,Concepto,Aprobado,Devengado,Observaciones
Yucatan,2023,EAM5,Fondo de Aportaciones Múltiples,804688072,751049812.8,x
Yucatan,2023,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,218521863,228249097.8,x
Yucatan,2023,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,195257711,195257722,x
Yucatan,2023,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,1141741996,1121231507,x
Yucatan,2023,EAN,Convenios,2971174972,2377764074,x
Yucatan,2023,EAN1,Convenios de Protección Social en Salud,901464448,957041607.3,x
Yucatan,2023,EAN2,Convenios de Descentralización,0,0,x
Yucatan,2023,EAN3,Convenios de Reasignación,0,0,x
Yucatan,2023,EAN4,Otros Convenios y Subsidios,2069710524,1420722467,x
Yucatan,2023,EAO,Fondos Distintos de Aportaciones ,0,0,x
Yucatan,2023,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Yucatan,2023,EAO2,Fondo Minero,0,0,x
Yucatan,2023,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",2295606860,2285681981,x
Yucatan,2023,EAQ,Otras Transferencias Federales Etiquetadas,0,0,x
Yucatan,2023,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,22565420405,22513571223,x
Yucatan,2023,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,0,x
Yucatan,2023,EAR1,Ingresos Derivados de Financiamientos,0,0,x
Yucatan,2023,EATOTAL,TOTAL DE LOS INGRESOS,54305193142,51175505826,x
Zacatecas,2023,EAA,Impuestos,1855460912,2241975350,x
Zacatecas,2023,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Zacatecas,2023,EAC,Contribuciones de Mejoras,9000000,21663146,x
Zacatecas,2023,EAD,Derechos,946971503,1233474282,x
Zacatecas,2023,EAE,Productos,96824484.49,490213142,x
Zacatecas,2023,EAF,Aprovechamientos,334613745,507197190,x
Zacatecas,2023,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Zacatecas,2023,EAH,Participaciones,13343119255,13428411453,x
Zacatecas,2023,EAH1,Fondo General de Participaciones,9900701254,9689798559,x
Zacatecas,2023,EAH2,Fondo de Fomento Municipal,1016441310,997130505,x
Zacatecas,2023,EAH3,Fondo de Fiscalización y Recaudación,215044613,426514281,x
Zacatecas,2023,EAH4,Fondo de Compensación,308348012,311568631,x
Zacatecas,2023,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Zacatecas,2023,EAH6,Impuesto Especial Sobre Producción y Servicios,454093339,29790997,x
Zacatecas,2023,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Zacatecas,2023,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Zacatecas,2023,EAH9,Gasolinas y Diésel,145273951,239957679,x
Zacatecas,2023,EAH10,Fondo de Impuesto Sobre la Renta,1303216776,1069352379,x
Zacatecas,2023,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,664298422,x
Zacatecas,2023,EAI,Incentivos Derivados de la Colaboración Fiscal,79744122,102059500,x
Zacatecas,2023,EAI1,Tenencia o Uso de Vehículos,0,0,x
Zacatecas,2023,EAI2,Fondo de Compensación ISAN,13840292,14060328,x
Zacatecas,2023,EAI3,Impuesto Sobre Automóviles Nuevos,0,0,x
Zacatecas,2023,EAI4,Fondo de Compensación de Repecos-Intermedios,15452351,13960678,x
Zacatecas,2023,EAI5,Otros Incentivos Económicos,50451479,74038494,x
Zacatecas,2023,EAJ,Transferencias,0,0,x
Zacatecas,2023,EAK,Convenios,0,205442477,x
Zacatecas,2023,EAK1,Otros Convenios y Subsidios,0,205442477,x
Zacatecas,2023,EAL,Otros Ingresos de Libre Disposición ,221788280,469235906,x
Zacatecas,2023,EAL1,Participaciones en Ingresos Locales,0,0,x
Zacatecas,2023,EAL2,Otros Ingresos en Libre Disposición,221788280,469235906,x
Zacatecas,2023,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,16887522301,18699672446,x
Zacatecas,2023,EAM,Aportaciones,16088679760,16785571542,x
Zacatecas,2023,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,8426400001,8903361308,x
Zacatecas,2023,EAM2,Fondo de Aportaciones para los servicios de Salud,3037326726,3096581801,x
Zacatecas,2023,EAM3,Fondo de Aportaciones para la infraestructura Social,1478463788,1491583823,x
Zacatecas,2023,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,1431707815,1432833067,x
Zacatecas,2023,EAM5,Fondo de Aportaciones Múltiples,527254136,638142336,x
Zacatecas,2023,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,122004148,127682065,x
Zacatecas,2023,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,193341967,222154150,x
Zacatecas,2023,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,872181179,873232992,x
Zacatecas,2023,EAN,Convenios,3836346761,6146472440,x
Zacatecas,2023,EAN1,Convenios de Protección Social en Salud,0,669237445,x
Zacatecas,2023,EAN2,Convenios de Descentralización,0,0,x
Zacatecas,2023,EAN3,Convenios de Reasignación,0,0,x
Zacatecas,2023,EAN4,Otros Convenios y Subsidios,3836346761,5477234995,x
Zacatecas,2023,EAO,Fondos Distintos de Aportaciones ,0,0,x
Zacatecas,2023,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Zacatecas,2023,EAO2,Fondo Minero,0,0,x
Zacatecas,2023,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
Zacatecas,2023,EAQ,Otras Transferencias Federales Etiquetadas,0,39996712,x
Zacatecas,2023,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,19925026521,22972040694,x
Zacatecas,2023,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,0,x
Zacatecas,2023,EAR1,Ingresos Derivados de Financiamientos,0,0,x
Zacatecas,2023,EATOTAL,TOTAL DE LOS INGRESOS,36812548822,41671713140,x
Aguascalientes,2024,EAA,Impuestos,1988943000,2215854330,x
Aguascalientes,2024,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Aguascalientes,2024,EAC,Contribuciones de Mejoras,0,0,x
Aguascalientes,2024,EAD,Derechos,1010850000,1062930927,x
Aguascalientes,2024,EAE,Productos,230015000,136817686.8,x
Aguascalientes,2024,EAF,Aprovechamientos,155202000,616646846.7,x
Aguascalientes,2024,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Aguascalientes,2024,EAH,Participaciones,12976112000,12928631030,x
Aguascalientes,2024,EAH1,Fondo General de Participaciones,9638792000,9804206376,x
Aguascalientes,2024,EAH2,Fondo de Fomento Municipal,760516000,779243091,x
Aguascalientes,2024,EAH3,Fondo de Fiscalización y Recaudación,574684000,775534272,x
Aguascalientes,2024,EAH4,Fondo de Compensación,0,0,x
Aguascalientes,2024,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Aguascalientes,2024,EAH6,Impuesto Especial Sobre Producción y Servicios,574223000,263738532,x
Aguascalientes,2024,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Aguascalientes,2024,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Aguascalientes,2024,EAH9,Gasolinas y Diésel,346645000,185996411,x
Aguascalientes,2024,EAH10,Fondo de Impuesto Sobre la Renta,1081252000,1196444046,x
Aguascalientes,2024,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,-76531698.19,x
Aguascalientes,2024,EAI,Incentivos Derivados de la Colaboración Fiscal,1022911000,834968409,x
Aguascalientes,2024,EAI1,Tenencia o Uso de Vehículos,89000,210663,x
Aguascalientes,2024,EAI2,Fondo de Compensación ISAN,0,0,x
Aguascalientes,2024,EAI3,Impuesto Sobre Automóviles Nuevos,228878796,230163063,x
Aguascalientes,2024,EAI4,Fondo de Compensación de Repecos-Intermedios,9508843,8984881,x
Aguascalientes,2024,EAI5,Otros Incentivos Económicos,784434361,595609802,x
Aguascalientes,2024,EAJ,Transferencias,0,0,x
Aguascalientes,2024,EAK,Convenios,0,0,x
Aguascalientes,2024,EAK1,Otros Convenios y Subsidios,0,0,x
Aguascalientes,2024,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Aguascalientes,2024,EAL1,Participaciones en Ingresos Locales,0,0,x
Aguascalientes,2024,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Aguascalientes,2024,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,17384033000,17795849229,x
Aguascalientes,2024,EAM,Aportaciones,13410735000,14385384315,x
Aguascalientes,2024,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,7798649000,8492258212,x
Aguascalientes,2024,EAM2,Fondo de Aportaciones para los servicios de Salud,2234210000,2244810577,x
Aguascalientes,2024,EAM3,Fondo de Aportaciones para la infraestructura Social,558158000,682663488,x
Aguascalientes,2024,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,1325241000,1334570503,x
Aguascalientes,2024,EAM5,Fondo de Aportaciones Múltiples,568586000,670702520.7,x
Aguascalientes,2024,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,150046000,163225462.1,x
Aguascalientes,2024,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,238802000,239778165.9,x
Aguascalientes,2024,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,537043000,557375386.3,x
Aguascalientes,2024,EAN,Convenios,2084717000,2352900558,x
Aguascalientes,2024,EAN1,Convenios de Protección Social en Salud,427232400,501019848.1,x
Aguascalientes,2024,EAN2,Convenios de Descentralización,0,0,x
Aguascalientes,2024,EAN3,Convenios de Reasignación,1657484600,1851880710,x
Aguascalientes,2024,EAN4,Otros Convenios y Subsidios,0,0,x
Aguascalientes,2024,EAO,Fondos Distintos de Aportaciones ,0,0,x
Aguascalientes,2024,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Aguascalientes,2024,EAO2,Fondo Minero,0,0,x
Aguascalientes,2024,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
Aguascalientes,2024,EAQ,Otras Transferencias Federales Etiquetadas,0,0,x
Aguascalientes,2024,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,15495452000,16738284873,x
Aguascalientes,2024,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,0,x
Aguascalientes,2024,EAR1,Ingresos Derivados de Financiamientos,0,0,x
Aguascalientes,2024,EATOTAL,TOTAL DE LOS INGRESOS,32879485000,34534134102,x
Baja California,2024,EAA,Impuestos,13033079679,12880138033,x
Baja California,2024,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Baja California,2024,EAC,Contribuciones de Mejoras,14395532,22844671,x
Baja California,2024,EAD,Derechos,3442781942,3701574310,x
Baja California,2024,EAE,Productos,507155046,637930535,x
Baja California,2024,EAF,Aprovechamientos,117634242,245028230,x
Baja California,2024,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Baja California,2024,EAH,Participaciones,35238819609,36827878488,x
Baja California,2024,EAH1,Fondo General de Participaciones,26715920614,26902230716,x
Baja California,2024,EAH2,Fondo de Fomento Municipal,882585584,909233242,x
Baja California,2024,EAH3,Fondo de Fiscalización y Recaudación,1787688203,1750468567,x
Baja California,2024,EAH4,Fondo de Compensación,0,0,x
Baja California,2024,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Baja California,2024,EAH6,Impuesto Especial Sobre Producción y Servicios,948084456,959437647,x
Baja California,2024,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Baja California,2024,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Baja California,2024,EAH9,Gasolinas y Diésel,1334439275,1469613798,x
Baja California,2024,EAH10,Fondo de Impuesto Sobre la Renta,3570101477,4791168960,x
Baja California,2024,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,45725558,x
Baja California,2024,EAI,Incentivos Derivados de la Colaboración Fiscal,2806713685,2760216535,x
Baja California,2024,EAI1,Tenencia o Uso de Vehículos,0,0,x
Baja California,2024,EAI2,Fondo de Compensación ISAN,83106404,83106408,x
Baja California,2024,EAI3,Impuesto Sobre Automóviles Nuevos,492179767,583210258,x
Baja California,2024,EAI4,Fondo de Compensación de Repecos-Intermedios,43287106,59000222,x
Baja California,2024,EAI5,Otros Incentivos Económicos,2188140408,2034899647,x
Baja California,2024,EAJ,Transferencias,0,0,x
Baja California,2024,EAK,Convenios,0,0,x
Baja California,2024,EAK1,Otros Convenios y Subsidios,0,0,x
Baja California,2024,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Baja California,2024,EAL1,Participaciones en Ingresos Locales,0,0,x
Baja California,2024,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Baja California,2024,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,55160579735,57075610802,x
Baja California,2024,EAM,Aportaciones,25158280140,24933562443,x
Baja California,2024,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,14267322031,15300236772,x
Baja California,2024,EAM2,Fondo de Aportaciones para los servicios de Salud,3227331759,2294685647,x
Baja California,2024,EAM3,Fondo de Aportaciones para la infraestructura Social,957156582,816898301,x
Baja California,2024,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,3415908654,3380537118,x
Baja California,2024,EAM5,Fondo de Aportaciones Múltiples,982563225,937171672,x
Baja California,2024,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,284003741,199922436,x
Baja California,2024,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,350881519,350530638,x
Baja California,2024,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,1673112629,1653579859,x
Baja California,2024,EAN,Convenios,0,4086403538,x
Baja California,2024,EAN1,Convenios de Protección Social en Salud,0,1149416930,x
Baja California,2024,EAN2,Convenios de Descentralización,0,0,x
Baja California,2024,EAN3,Convenios de Reasignación,0,0,x
Baja California,2024,EAN4,Otros Convenios y Subsidios,0,2936986608,x
Baja California,2024,EAO,Fondos Distintos de Aportaciones ,0,0,x
Baja California,2024,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Baja California,2024,EAO2,Fondo Minero,0,0,x
Baja California,2024,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,4846148855,x
Baja California,2024,EAQ,Otras Transferencias Federales Etiquetadas,0,29257481,x
Baja California,2024,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,25158280140,33895372317,x
Baja California,2024,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,1125000000,x
Baja California,2024,EAR1,Ingresos Derivados de Financiamientos,0,1125000000,x
Baja California,2024,EATOTAL,TOTAL DE LOS INGRESOS,80318859875,92095983119,x
Baja California Sur,2024,EAA,Impuestos,1762731239,2389405801,x
Baja California Sur,2024,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Baja California Sur,2024,EAC,Contribuciones de Mejoras,0,0,x
Baja California Sur,2024,EAD,Derechos,754147354,859624328,x
Baja California Sur,2024,EAE,Productos,23481915,19338806,x
Baja California Sur,2024,EAF,Aprovechamientos,273624734,91913927,x
Baja California Sur,2024,EAG,Ingresos por Ventas de Bienes y Servicios,9054759,7694927,x
Baja California Sur,2024,EAH,Participaciones,7927783901,7869743049,x
Baja California Sur,2024,EAH1,Fondo General de Participaciones,6213317928,6021117983,x
Baja California Sur,2024,EAH2,Fondo de Fomento Municipal,280923240,288138344,x
Baja California Sur,2024,EAH3,Fondo de Fiscalización y Recaudación,356077127,323716147,x
Baja California Sur,2024,EAH4,Fondo de Compensación,0,0,x
Baja California Sur,2024,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Baja California Sur,2024,EAH6,Impuesto Especial Sobre Producción y Servicios,228523342,220373946,x
Baja California Sur,2024,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Baja California Sur,2024,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Baja California Sur,2024,EAH9,Gasolinas y Diésel,418042648,477774511,x
Baja California Sur,2024,EAH10,Fondo de Impuesto Sobre la Renta,430899616,529680443,x
Baja California Sur,2024,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,8941675,x
Baja California Sur,2024,EAI,Incentivos Derivados de la Colaboración Fiscal,1484937840,1664485582,x
Baja California Sur,2024,EAI1,Tenencia o Uso de Vehículos,113080,64502,x
Baja California Sur,2024,EAI2,Fondo de Compensación ISAN,15548004,15548004,x
Baja California Sur,2024,EAI3,Impuesto Sobre Automóviles Nuevos,139542297,162456671,x
Baja California Sur,2024,EAI4,Fondo de Compensación de Repecos-Intermedios,9561090,9713977,x
Baja California Sur,2024,EAI5,Otros Incentivos Económicos,1320173369,1476702428,x
Baja California Sur,2024,EAJ,Transferencias,0,0,x
Baja California Sur,2024,EAK,Convenios,0,0,x
Baja California Sur,2024,EAK1,Otros Convenios y Subsidios,0,0,x
Baja California Sur,2024,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Baja California Sur,2024,EAL1,Participaciones en Ingresos Locales,0,0,x
Baja California Sur,2024,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Baja California Sur,2024,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,12235761742,12902206420,x
Baja California Sur,2024,EAM,Aportaciones,9693383196,10056385469,x
Baja California Sur,2024,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,5930713055,6167760108,x
Baja California Sur,2024,EAM2,Fondo de Aportaciones para los servicios de Salud,1476228600,885543253,x
Baja California Sur,2024,EAM3,Fondo de Aportaciones para la infraestructura Social,383275562,1091730624,x
Baja California Sur,2024,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,778279212,775174411,x
Baja California Sur,2024,EAM5,Fondo de Aportaciones Múltiples,445276947,450488233,x
Baja California Sur,2024,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,90607401,98243539,x
Baja California Sur,2024,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,249146974,248897829,x
Baja California Sur,2024,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,339855445,338547472,x
Baja California Sur,2024,EAN,Convenios,1967962782,2908521741,x
Baja California Sur,2024,EAN1,Convenios de Protección Social en Salud,227591702,258959280,x
Baja California Sur,2024,EAN2,Convenios de Descentralización,1605135740,1665904624,x
Baja California Sur,2024,EAN3,Convenios de Reasignación,135235340,897421148,x
Baja California Sur,2024,EAN4,Otros Convenios y Subsidios,0,86236689,x
Baja California Sur,2024,EAO,Fondos Distintos de Aportaciones ,0,0,x
Baja California Sur,2024,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Baja California Sur,2024,EAO2,Fondo Minero,0,0,x
Baja California Sur,2024,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
Baja California Sur,2024,EAQ,Otras Transferencias Federales Etiquetadas,0,0,x
Baja California Sur,2024,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,11661345978,12964907210,x
Baja California Sur,2024,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,550000000,x
Baja California Sur,2024,EAR1,Ingresos Derivados de Financiamientos,0,550000000,x
Baja California Sur,2024,EATOTAL,TOTAL DE LOS INGRESOS,23897107720,26417113630,x
Campeche,2024,EAA,Impuestos,1893614492,2604028621,x
Campeche,2024,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Campeche,2024,EAC,Contribuciones de Mejoras,0,0,x
Campeche,2024,EAD,Derechos,647263162,693457826.3,x
Campeche,2024,EAE,Productos,101603103,668582217.8,x
Campeche,2024,EAF,Aprovechamientos,25128725,144518311.4,x
Campeche,2024,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Campeche,2024,EAH,Participaciones,9792761753,9984921420,x
Campeche,2024,EAH1,Fondo General de Participaciones,6703817387,6872212443,x
Campeche,2024,EAH2,Fondo de Fomento Municipal,448033348,455521492,x
Campeche,2024,EAH3,Fondo de Fiscalización y Recaudación,316217342,318333415,x
Campeche,2024,EAH4,Fondo de Compensación,0,0,x
Campeche,2024,EAH5,Fondo de Extracción de hidrocarburos,1230938185,1195448641,x
Campeche,2024,EAH6,Impuesto Especial Sobre Producción y Servicios,56665151,164125479,x
Campeche,2024,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Campeche,2024,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Campeche,2024,EAH9,Gasolinas y Diésel,277890112,272915874,x
Campeche,2024,EAH10,Fondo de Impuesto Sobre la Renta,759200228,698950687,x
Campeche,2024,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,7413389,x
Campeche,2024,EAI,Incentivos Derivados de la Colaboración Fiscal,182492211,254480424.9,x
Campeche,2024,EAI1,Tenencia o Uso de Vehículos,0,0,x
Campeche,2024,EAI2,Fondo de Compensación ISAN,16929082,16929084,x
Campeche,2024,EAI3,Impuesto Sobre Automóviles Nuevos,86964823,105036533,x
Campeche,2024,EAI4,Fondo de Compensación de Repecos-Intermedios,7674542,6655874,x
Campeche,2024,EAI5,Otros Incentivos Económicos,70923764,125858933.9,x
Campeche,2024,EAJ,Transferencias,0,0,x
Campeche,2024,EAK,Convenios,0,855267,x
Campeche,2024,EAK1,Otros Convenios y Subsidios,0,855267,x
Campeche,2024,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Campeche,2024,EAL1,Participaciones en Ingresos Locales,0,0,x
Campeche,2024,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Campeche,2024,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,12642863446,14350844088,x
Campeche,2024,EAM,Aportaciones,11413267517,10726139640,x
Campeche,2024,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,5613572245,5968910183,x
Campeche,2024,EAM2,Fondo de Aportaciones para los servicios de Salud,2216291476,1239459075,x
Campeche,2024,EAM3,Fondo de Aportaciones para la infraestructura Social,1454187339,1375138811,x
Campeche,2024,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,845407131,847487474,x
Campeche,2024,EAM5,Fondo de Aportaciones Múltiples,616125225,594342280,x
Campeche,2024,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,138087651,146527466.3,x
Campeche,2024,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,215746053,226157288,x
Campeche,2024,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,313850397,328117062,x
Campeche,2024,EAN,Convenios,1205989816,2651745577,x
Campeche,2024,EAN1,Convenios de Protección Social en Salud,0,0,x
Campeche,2024,EAN2,Convenios de Descentralización,1205989816,2649736577,x
Campeche,2024,EAN3,Convenios de Reasignación,0,0,x
Campeche,2024,EAN4,Otros Convenios y Subsidios,0,2009000,x
Campeche,2024,EAO,Fondos Distintos de Aportaciones ,511510962,555639607.3,x
Campeche,2024,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,511510962,555639607.3,x
Campeche,2024,EAO2,Fondo Minero,0,0,x
Campeche,2024,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
Campeche,2024,EAQ,Otras Transferencias Federales Etiquetadas,0,0,x
Campeche,2024,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,13130768295,13933524824,x
Campeche,2024,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,0,x
Campeche,2024,EAR1,Ingresos Derivados de Financiamientos,0,0,x
Campeche,2024,EATOTAL,TOTAL DE LOS INGRESOS,25773631741,28284368912,x
Chiapas,2024,EAA,Impuestos,1733508223,2746172170,x
Chiapas,2024,EAB,Cuotas y Aportaciones de Seguridad Social,1835943868,1835943868,x
Chiapas,2024,EAC,Contribuciones de Mejoras,0,0,x
Chiapas,2024,EAD,Derechos,1594390591,1989875777,x
Chiapas,2024,EAE,Productos,145646000,1212988307,x
Chiapas,2024,EAF,Aprovechamientos,1058735121,1901600728,x
Chiapas,2024,EAG,Ingresos por Ventas de Bienes y Servicios,278407693,406380093,x
Chiapas,2024,EAH,Participaciones,42200521728,46267497882,x
Chiapas,2024,EAH1,Fondo General de Participaciones,35946744175,38994174526,x
Chiapas,2024,EAH2,Fondo de Fomento Municipal,1141625792,1402783977,x
Chiapas,2024,EAH3,Fondo de Fiscalización y Recaudación,1461391155,1621220383,x
Chiapas,2024,EAH4,Fondo de Compensación,843217014,888003026,x
Chiapas,2024,EAH5,Fondo de Extracción de hidrocarburos,67839193,51535748,x
Chiapas,2024,EAH6,Impuesto Especial Sobre Producción y Servicios,242364301,230874094,x
Chiapas,2024,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Chiapas,2024,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Chiapas,2024,EAH9,Gasolinas y Diésel,493429970,683457639,x
Chiapas,2024,EAH10,Fondo de Impuesto Sobre la Renta,2003910128,2395448489,x
Chiapas,2024,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,0,x
Chiapas,2024,EAI,Incentivos Derivados de la Colaboración Fiscal,2930259368,3292343362,x
Chiapas,2024,EAI1,Tenencia o Uso de Vehículos,0,0,x
Chiapas,2024,EAI2,Fondo de Compensación ISAN,53220088,53220084,x
Chiapas,2024,EAI3,Impuesto Sobre Automóviles Nuevos,285129865,335376489,x
Chiapas,2024,EAI4,Fondo de Compensación de Repecos-Intermedios,19163798,13822872,x
Chiapas,2024,EAI5,Otros Incentivos Económicos,2572745617,2889923917,x
Chiapas,2024,EAJ,Transferencias,0,0,x
Chiapas,2024,EAK,Convenios,0,0,x
Chiapas,2024,EAK1,Otros Convenios y Subsidios,0,0,x
Chiapas,2024,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Chiapas,2024,EAL1,Participaciones en Ingresos Locales,0,0,x
Chiapas,2024,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Chiapas,2024,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,51777412592,59652802187,x
Chiapas,2024,EAM,Aportaciones,62605526309,62695301162,x
Chiapas,2024,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,24657481159,25992437363,x
Chiapas,2024,EAM2,Fondo de Aportaciones para los servicios de Salud,6266423953,3441625666,x
Chiapas,2024,EAM3,Fondo de Aportaciones para la infraestructura Social,17747874642,18744295807,x
Chiapas,2024,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,5110435332,5098895450,x
Chiapas,2024,EAM5,Fondo de Aportaciones Múltiples,2499608471,3056281291,x
Chiapas,2024,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,475888349,502808878,x
Chiapas,2024,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,250719767,262818726,x
Chiapas,2024,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,5597094636,5596137981,x
Chiapas,2024,EAN,Convenios,17244113,289574862,x
Chiapas,2024,EAN1,Convenios de Protección Social en Salud,0,0,x
