Estado,Año,Código,Dependencia,Aprobado,Devengado,Observaciones
Hidalgo,2022,CA25,Oficialía Mayor,995842013.00,1212986193.64,x
Hidalgo,2022,CA26,Procuraduría General de Justicia,772414887.00,758830685.76,x
Hidalgo,2022,CA27,Organismos Descentralizados,28451433588.12,32043089196.37,x
Hidalgo,2022,CA28,Organismos Descentralizados no Sectorizados,3633756057.00,3974849453.31,x
Hidalgo,2022,CA29,Municipios,9273170772.00,10764202378.50,x
Hidalgo,2022,CA30,Otros,0.00,0.00,x
Hidalgo,2022,CA31,SECRETARÍA DEL MEDIO AMBIENTE Y RECURSOS NATURALES,0.00,0.00,x
Hidalgo,2022,CATOT,TOTAL DEL GASTO,53133264743.00,58120433995.97,x
Jalisco ,2022,CA1,DESPACHO DEL GOBERNADOR,7110634.00,4381642.95,x
Jalisco ,2022,CA2,SECRETARÍA GENERAL DE GOBIERNO,818394134.00,771241944.83,x
Jalisco ,2022,CA3,SECRETARÍA DE LA HACIENDA PÚBLICA,2000454271.00,2179685341.00,x
Jalisco ,2022,CA4,SECRETARÍA DE EDUCACIÓN,35564449844.00,37013799246.00,x
Jalisco ,2022,CA5,SECRETARÍA DE SALUD JALISCO,17155839004.00,17774299308.00,x
Jalisco ,2022,CA6,SECRETARÍA DE INFRAESTRUCTURA Y OBRA PÚBLICA,10112242289.00,10084542615.49,x
Jalisco ,2022,CA7,SECRETARÍA DE DESARROLLO ECONÓMICO,239190574.00,243907570.71,x
Jalisco ,2022,CA8,SECRETARÍA DE TURISMO,233514790.00,256264272.00,x
Jalisco ,2022,CA9,SECRETARÍA DE AGRICULTURA Y DESARROLLO RURAL,1516189613.00,1587710716.24,x
Jalisco ,2022,CA10,SECRETARÍA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,1204130191.00,727880417.95,x
Jalisco ,2022,CA11,SECRETARÍA DEL SISTEMA DE ASISTENCIA SOCIAL,3234583472.00,3208166009.00,x
Jalisco ,2022,CA12,"SECRETARÍA DE INNOVACIÓN, CIENCIA Y TECNOLOGÍA",1226729675.00,931000959.66,x
Jalisco ,2022,CA13,SECRETARÍA DE CULTURA,658300818.00,591999973.00,x
Jalisco ,2022,CA14,SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL,403769231.00,389578923.54,x
Jalisco ,2022,CA15,SECRETARÍA DEL TRANSPORTE,1812378863.00,1655453861.00,x
Jalisco ,2022,CA16,FISCALÍA ESTATAL,3030682480.00,2549142132.00,x
Jalisco ,2022,CA17,PROCURADURÍA SOCIAL,162028460.00,158266497.43,x
Jalisco ,2022,CA18,CONTRALORÍA DEL ESTADO,116269199.00,104962100.82,x
Jalisco ,2022,CA19,UNIDADES ADMINISTRATIVAS DE APOYO,387316446.00,342421062.00,x
Jalisco ,2022,CA20,TRIBUNAL DE ARBITRAJE Y ESCALAFÓN,66301180.00,61630049.22,x
Jalisco ,2022,CA21,DEUDA PÚBLICA,2756375500.00,3047638458.00,x
Jalisco ,2022,CA22,PARTICIPACIONES,18217213568.00,20807965995.99,x
Jalisco ,2022,CA23,"APORTACIONES, TRANSFERENCIAS Y SUBSIDIOS A MUNICIPIOS",8269703468.00,8250145495.49,x
Jalisco ,2022,CA24,PODER LEGISLATIVO DEL ESTADO DE JALISCO,1154766171.00,1154124004.00,x
Jalisco ,2022,CA25,PODER JUDICIAL,2056850702.00,2131239360.66,x
Jalisco ,2022,CA26,COMISIÓN ESTATAL DE DERECHOS HUMANOS DE JALISCO,153001500.00,171911978.00,x
Jalisco ,2022,CA27,INSTITUTO ELECTORAL Y DE PARTICIPACIÓN CIUDADANA,237891987.00,246269651.72,x
Jalisco ,2022,CA28,"INSTITUTO DE TRANSPARENCIA, INFORMACIÓN PÚBLICA Y PROTECCIÓN DE DATOS PERSONALES DEL ESTADO DE JALISCO",59761600.00,60168800.00,x
Jalisco ,2022,CA29,UNIVERSIDAD DE GUADALAJARA,13131211202.00,13477130560.76,x
Jalisco ,2022,CA30,TRIBUNAL ELECTORAL DEL ESTADO DE JALISCO,63016300.00,69273500.00,x
Jalisco ,2022,CA31,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE JALISCO,193106400.00,280578371.92,x
Jalisco ,2022,CA32,SECRETARÍA EJECUTIVA DEL SISTEMA ESTATAL ANTI-CORRUPCIÓN,42175700.00,43400918.88,x
Jalisco ,2022,CA33,SECRETARÍA DE ADMINISTRACIÓN,1638692533.00,1661185097.91,x
Jalisco ,2022,CA34,SECRETARÍA DE PLANEACIÓN Y PARTICIPACIÓN CIUDADANA,140141220.00,97744727.88,x
Jalisco ,2022,CA35,SECRETARÍA DE SEGURIDAD,5131884874.00,4585172882.00,x
Jalisco ,2022,CA36,SECRETARÍA DE GESTIÓN INTEGRAL DEL AGUA,900606801.00,1230827503.55,x
Jalisco ,2022,CA37,SECRETARÍA DE LA IGUALDAD SUSTANTIVA ENTRE MUJERES Y HOMBRES,440322225.00,493724051.00,x
Jalisco ,2022,CA38,JEFATURA DE GABINETE,94030286.00,82672804.92,x
Jalisco ,2022,CA39,CONSEJERÍA JURÍDICA DEL PODER EJECUTIVO DEL ESTADO,25964845.00,23012847.24,x
Jalisco ,2022,CA40,COORDINACIÓN GENERAL ESTRATÉGICA DE SEGURIDAD,1724713474.00,1730563933.78,x
Jalisco ,2022,CA41,COORDINACIÓN GENERAL ESTRATÉGICA DE DESARROLLO SOCIAL,457314155.00,506370224.40,x
Jalisco ,2022,CA42,COORDINACIÓN GENERAL ESTRATÉGICA DE CRECIMIENTO Y DESARROLLO ECONÓMICO,19204108.00,58413013.77,x
Jalisco ,2022,CA43,COORDINACIÓN GENERAL ESTRATÉGICA DE GESTIÓN DEL TERRITORIO,332750408.00,355672219.45,x
Jalisco ,2022,CA44,UNIDAD DE ENLACE FEDERAL Y ASUNTOS INTERNACIONALES,27666077.00,19425501.15,x
Jalisco ,2022,CA45,FISCALÍA ESPECIALIZADA EN COMBATE A LA CORRUPCIÓN,62482246.00,59842807.60,x
Jalisco ,2022,CA46,FISCALÍA ESPECIALIZADA EN MATERIA DE DELITOS ELECTORALES,5784369.00,4449035.05,x
Jalisco ,2022,CA47,CONSEJO ECONOMICO Y SOCIAL DEL ESTADO DE JALISCO PARA EL DESARROLLO Y LA COMPETITIVIDAD,0.00,0.00,x
Jalisco ,2022,CA48,"SISTEMA DE LOS SERVICIOS DE AGUA POTABLE, DRENAJE Y ALCANTARILLADO DE PUERTO VALLARTA",0.00,0.00,x
Jalisco ,2022,CATOT,TOTAL DEL GASTO,137286506887.00,141285258387.96,x
Michoacan,2022,CA1,EJECUTIVO DEL ESTADO,297061563.00,284574279.70,x
Michoacan,2022,CA2,JEFATURA DE LA OFICINA DEL GOBERNADOR,0.00,0.00,x
Michoacan,2022,CA3,COORDINACIÓN GENERAL DE COMUNICACIÓN SOCIAL,0.00,0.00,x
Michoacan,2022,CA4,SECRETARÍA DE GOBIERNO,673569722.00,942550292.39,x
Michoacan,2022,CA5,SECRETARÍA DE FINANZAS Y ADMINISTRACIÓN,2036705999.00,2034325943.74,x
Michoacan,2022,CA6,SECRETARÍA DE COMUNICACIONES Y OBRAS PÚBLICAS,1208331118.00,2089115827.43,x
Michoacan,2022,CA7,SECRETARÍA DE DESARROLLO RURAL Y AGROALIMENTARIO,630324067.00,515637771.20,x
Michoacan,2022,CA8,SECRETARÍA DE DESARROLLO ECONÓMICO,175734142.00,181871379.66,x
Michoacan,2022,CA9,SECRETARÍA DE TURISMO,210996909.00,257182148.14,x
Michoacan,2022,CA10,SECRETARÍA DE EDUCACIÓN,26795475023.00,30090487743.75,x
Michoacan,2022,CA11,PROCURADURÍA GENERAL DE JUSTICIA,0.00,0.00,x
Michoacan,2022,CA12,SECRETARÍA DEL MIGRANTE,39999112.00,31232292.96,x
Michoacan,2022,CA13,SECRETARÍA DE SEGURIDAD PÚBLICA,3545214081.00,3337205080.94,x
Michoacan,2022,CA14,SECRETARÍA DE SALUD,9404654781.00,9763218797.25,x
Michoacan,2022,CA15,"SECRETARÍA DE MEDIO AMBIENTE, CAMBIO CLIMÁTICO Y DESARROLLO TERRITORIAL",69130434.00,69411869.48,x
Michoacan,2022,CA16,SECRETARÍA DE CONTRALORÍA,140013925.00,134087302.11,x
Michoacan,2022,CA17,SECRETARÍA DE DESARROLLO SOCIAL Y HUMANO,270329693.00,188967733.05,x
Michoacan,2022,CA18,SECRETARÍA DE CULTURA,214452708.00,225470386.33,x
Michoacan,2022,CA19,INVERSIÓN MUNICIPAL,1013494433.00,991286424.98,x
Michoacan,2022,CA20,PARTICIPACIONES Y APORTACIONES A MUNICIPIOS,14391647941.00,14625507394.00,x
Michoacan,2022,CA21,EROGACIONES ADICIONALES Y PROVISIONES,1110886858.00,0.00,x
Michoacan,2022,CA22,DEUDA PÚBLICA Y OBLIGACIONES FINANCIERAS,2731647897.00,2243580665.52,x
Michoacan,2022,CA23,PROGRAMAS DE INVERSIONES CONCURRENTES,0.00,0.00,x
Michoacan,2022,CA24,PODER LEGISLATIVO,933992957.00,952492957.00,x
Michoacan,2022,CA25,PODER JUDICIAL,1503750378.00,1524699651.96,x
Michoacan,2022,CA26,INSTITUTO DEL ARTESANO MICHOACANO,45705060.00,62170839.45,x
Michoacan,2022,CA27,SECRETARIADO EJECUTIVO DEL SISTEMA ESTATAL DE SEGURIDAD PÚBLICA,312336220.00,1107789637.34,x
Michoacan,2022,CA28,COMISIÓN ESTATAL DE CULTURA FÍSICA Y DEPORTE,71496597.00,83563403.84,x
Michoacan,2022,CA29,CONSEJERÍA JURÍDICA DEL EJECUTIVO DEL ESTADO DE MICHOACÁN DE OCAMPO,0.00,0.00,x
Michoacan,2022,CA30,SISTEMA MICHOACANO DE RADIO Y TELEVISIÓN,76371885.00,87512950.49,x
Michoacan,2022,CA31,CENTRO DE CONVENCIONES DE MORELIA,26012549.00,28141281.45,x
Michoacan,2022,CA32,PARQUE ZOOLÓGICO BENITO JUÁREZ,49516661.00,63554565.28,x
Michoacan,2022,CA33,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,3326049905.00,3766120997.33,x
Michoacan,2022,CA34,REPRESENTACIÓN DEL GOBIERNO DEL ESTADO EN EL DISTRITO FEDERAL,0.00,0.00,x
Michoacan,2022,CA35,"SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA, MICHOACÁN",959357897.00,1061271047.15,x
Michoacan,2022,CA36,INSTITUTO ELECTORAL DE MICHOACÁN,381039308.00,381039308.00,x
Michoacan,2022,CA37,TRIBUNAL ELECTORAL DEL ESTADO MICHOACÁN,88000000.00,87999999.50,x
Michoacan,2022,CA38,CENTRO ESTATAL DE TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIONES,0.00,0.00,x
Michoacan,2022,CA39,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DE MICHOACÁN DE OCAMPO,118349442.00,118349442.00,x
Michoacan,2022,CA40,UNIVERSIDAD VIRTUAL DEL ESTADO DE MICHOACÁN,22050454.00,24653021.60,x
Michoacan,2022,CA41,PROCURADURÍA DE PROTECCIÓN AL AMBIENTE,16165828.00,12286368.26,x
Michoacan,2022,CA42,TELEBACHILLERATO MICHOACÁN,166669164.00,225079906.22,x
Michoacan,2022,CA43,INSTITUTO DE VIVIENDA DEL ESTADO DE MICHOACÁN,35299652.00,38532961.65,x
Michoacan,2022,CA44,COMISIÓN FORESTAL DEL ESTADO,108004443.00,140141905.50,x
Michoacan,2022,CA45,COMISIÓN DE PESCA DEL ESTADO DE MICHOACÁN,57811355.00,81063881.97,x
Michoacan,2022,CA46,COLEGIO DE BACHILLERES DEL ESTADO DE MICHOACÁN,1313616400.00,1492046061.76,x
Michoacan,2022,CA47,COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE MICHOACÁN,310559057.00,378422902.73,x
Michoacan,2022,CA48,UNIVERSIDAD TECNOLÓGICA DE MORELIA,62238130.00,108258278.99,x
Michoacan,2022,CA49,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MICHOACÁN,1109529852.00,1159860153.64,x
Michoacan,2022,CA50,INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE MICHOACÁN,217139889.00,280911126.81,x
Michoacan,2022,CA51,INSTITUTO DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA DEL ESTADO DE MICHOACÁN,779022235.00,162833915.43,x
Michoacan,2022,CA52,UNIVERSIDAD DE LA CIÉNEGA DEL ESTADO DE MICHOACÁN DE OCAMPO,85151690.00,87494370.00,x
Michoacan,2022,CA53,"ALMACENES, SERVICIOS Y TRANSPORTES EXTRAORDINARIOS A COMITÉS AGROPECUARIOS DEL ESTADO DE MICHOACÁN S.A. E I.P.",0.00,0.00,x
Michoacan,2022,CA54,"CENTRO ESTATAL DE CERTIFICACIÓN, ACREDITACIÓN Y CONTROL DE CONFIANZA",28166977.00,25051007.61,x
Michoacan,2022,CA55,UNIVERSIDAD INTERCULTURAL INDÍGENA DE MICHOACÁN,41534812.00,70827372.27,x
Michoacan,2022,CA56,TRIBUNAL DE CONCILIACIÓN Y ARBITRAJE,21101612.00,20062000.04,x
Michoacan,2022,CA57,COMISIÓN ESTATAL DE ARBITRAJE MÉDICO DE MICHOACÁN,4793953.00,4793953.00,x
Michoacan,2022,CA58,JUNTA LOCAL DE CONCILIACIÓN Y ARBITRAJE,67884431.00,70308464.78,x
Michoacan,2022,CA59,JUNTA DE CAMINOS DEL ESTADO DE MICHOACÁN,0.00,0.00,x
Michoacan,2022,CA60,COMISIÓN COORDINADORA DEL TRANSPORTE PÚBLICO,57958994.00,61301709.11,x
Michoacan,2022,CA61,JUNTA DE ASISTENCIA PRIVADA DEL ESTADO DE MICHOACÁN DE OCAMPO,10088829.00,13989606.08,x
Michoacan,2022,CA62,COMISIÓN ESTATAL DE DERECHOS HUMANOS DE MICHOACÁN,98971944.00,99269968.69,x
Michoacan,2022,CA63,COMISIÓN ESTATAL PARA EL DESARROLLO DE PUEBLOS INDÍGENAS,24110433.00,24329854.75,x
Michoacan,2022,CA64,"INSTITUTO MICHOACANO DE TRANSPARENCIA, ACCESO A LA INFORMACIÓN Y PROTECCIÓN DE DATOS PERSONALES",43000600.00,43000600.00,x
Michoacan,2022,CA65,INSTITUTO DE PLANEACIÓN DEL ESTADO DE MICHOACÁN,51154414.00,60538674.46,x
Michoacan,2022,CA66,COMISIÓN ESTATAL DEL AGUA Y GESTIÓN DE CUENCAS,179227411.00,358949503.51,x
Michoacan,2022,CA67,COMITÉ DE ADQUISICIONES DEL PODER EJECUTIVO,24461741.00,25133614.74,x
Michoacan,2022,CA68,"UNIVERSIDAD POLITÉCNICA DE URUAPAN, MICHOACÁN",8861722.00,13934996.00,x
Michoacan,2022,CA69,"UNIVERSIDAD POLITÉCNICA DE LÁZARO CÁRDENAS, MICHOACÁN",8317882.00,16015487.00,x
Michoacan,2022,CA70,INSTITUTO DE DEFENSORÍA PÚBLICA DEL ESTADO DE MICHOACÁN,102171975.00,116902975.93,x
Michoacan,2022,CA71,INSTITUTO ESTATAL DE ESTUDIOS SUPERIORES EN SEGURIDAD Y PROFESIONALIZACIÓN POLICIAL DEL ESTADO DE MICHOACÁN,32713756.00,34777628.32,x
Michoacan,2022,CA72,COMISIÓN EJECUTIVA ESTATAL DE ATENCIÓN A VÍCTIMAS,49957432.00,54171365.68,x
Michoacan,2022,CA73,CENTRO ESTATAL DE FOMENTO GANADERO DEL ESTADO DE MICHOACÁN DE OCAMPO,30721109.00,30141821.81,x
Michoacan,2022,CA74,RÉGIMEN ESTATAL DE PROTECCIÓN SOCIAL EN SALUD DE MICHOACÁN DE OCAMPO,0.00,0.00,x
Michoacan,2022,CA75,FIDEICOMISO DE PARQUES INDUSTRIALES DE MICHOACÁN,0.00,0.00,x
Michoacan,2022,CA76,SISTEMA INTEGRAL DE FINANCIAMIENTO PARA EL DESARROLLO DE MICHOACÁN,58049507.00,55963351.00,x
Michoacan,2022,CA77,INSTITUTO DE LA JUVENTUD MICHOACANA,32336831.00,32451487.76,x
Michoacan,2022,CA78,SECRETARÍA DE IGUALDAD SUSTANTIVA Y DESARROLLO DE LAS MUJERES MICHOACANAS,64586826.00,82726895.34,x
Michoacan,2022,CA79,"INSTITUTO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN DEL ESTADO DE MICHOACÁN",9091760.00,32249092.30,x
Michoacan,2022,CA80,"SECRETARÍA EJECUTIVA DEL SISTEMA ESTATAL DE PROTECCIÓN INTEGRAL DE NIÑAS, NIÑOS Y ADOLESCENTES DEL ESTADO DE MICHOACÁN",7095747.00,6208009.22,x
Michoacan,2022,CA81,CONSEJO ESTATAL PARA PREVENIR Y ELIMINAR LA DISCRIMINACIÓN Y LA VIOLENCIA,8767301.00,13612877.39,x
Michoacan,2022,CA82,COORDINACIÓN DEL SISTEMA PENITENCIARIO DEL ESTADO DE MICHOACÁN DE OCAMPO,1404973043.00,1496639167.62,x
Michoacan,2022,CA83,UNIVERSIDAD TECNOLÓGICA DEL ORIENTE DE MICHOACÁN,8272730.00,9976528.00,x
Michoacan,2022,CA84,SECRETARÍA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCIÓN,20776878.00,20776878.00,x
Michoacan,2022,CA85,CASA DEL ADULTO MAYOR,3762850.00,1376373.32,x
Michoacan,2022,CA86,INSTITUTO REGISTRAL Y CATASTRAL DEL ESTADO DE MICHOACAN DE OCAMPO,143795239.00,173303474.57,x
Michoacan,2022,CA11,FISCALÍA GENERAL DEL ESTADO DE MICHOACÁN,1469249998.00,1484249998.00,x
Michoacan,2022,CA88,AUDITORIA SUPERIOR DE MICHOACAN,202585432.00,202585432.00,x
Michoacan,2022,CA89,SECRETARÍA DE DESARROLLO URBANO Y MOVILIDAD,92636344.00,85027083.55,x
Michoacan,2022,CA90,CENTRO ESTATAL PARA EL DESARROLLO MUNICIPAL,0.00,4730910.39,x
Michoacan,2022,CA91,INSTITUTO DE EDUCACIÓN MEDIA SUPERIOR Y SUPERIOR DEL ESTADO DE MICHOACÁN,0.00,377164767.11,x
Michoacan,2022,CA92,CENTRO DE CONCILIACIÓN LABORAL DEL ESTADO DE MICHOACÁN DE OCAMPO,0.00,7780723.79,x
Michoacan,2022,CATOT,TOTAL DEL GASTO,81546087927.00,86752327921.12,x
Morelos ,2022,CA1,JEFATURA DE LA OFICINA DE LA GUBERNATURA DEL ESTADO,141607499.00,301077550.00,x
Morelos ,2022,CA2,SECRETARÍA DE GOBIERNO,99425767.00,88612360.00,x
Morelos ,2022,CA3,SECRETARÍA DE HACIENDA,1604748839.00,1875483111.00,x
Morelos ,2022,CA4,SECRETARÍA DE DESARROLLO ECONÓMICO Y DEL TRABAJO,87956866.00,153271934.00,x
Morelos ,2022,CA5,SECRETARÍA DE DESARROLLO AGROPECUARIO,74142429.00,120135443.00,x
Morelos ,2022,CA6,SECRETARÍA DE OBRAS PÚBLICAS,98627999.00,475666350.00,x
Morelos ,2022,CA7,SECRETARÍA DE EDUCACIÓN,254432402.00,35342321.00,x
Morelos ,2022,CA8,SECRETARÍA DE SALUD,50010971.00,18731848.00,x
Morelos ,2022,CA9,FISCALÍA GENERAL DEL ESTADO,0.00,0.00,x
Morelos ,2022,CA10,SECRETARÍA DE ADMINISTRACIÓN,112234203.00,687272402.00,x
Morelos ,2022,CA11,SECRETARÍA DE LA CONTRALORÍA,42183999.00,51810787.00,x
Morelos ,2022,CA12,COMISIÓN ESTATAL DE SEGURIDAD PÚBLICA,1345617177.00,1459944905.00,x
Morelos ,2022,CA13,CONSEJERÍA JURÍDICA,33719204.00,27018917.00,x
Morelos ,2022,CA14,SECRETARÍA DE TURISMO Y CULTURA,98286358.00,127966585.00,x
Morelos ,2022,CA15,SECRETARÍA DE TURISMO,0.00,0.00,x
Morelos ,2022,CA16,SECRETARÍA DE CULTURA,0.00,0.00,x
Morelos ,2022,CA17,SECRETARÍA DE DESARROLLO SOCIAL,178856190.00,49246373.00,x
Morelos ,2022,CA18,SECRETARÍA DEL TRABAJO,0.00,0.00,x
Morelos ,2022,CA19,SECRETARÍA DE DESARROLLO SUSTENTABLE,131363499.00,84411593.00,x
Morelos ,2022,CA20,"SECRETARÍA DE INNOVACIÓN, CIENCIA Y TEC.",0.00,0.00,x
Morelos ,2022,CA21,SECRETARÍA DE MOVILIDAD Y TRANSPORTE,96615721.00,100165811.00,x
Morelos ,2022,CA22,GASTOS INSTITUCIONALES,1424588397.00,64489223.00,x
Morelos ,2022,CA23,PODER LEGISLATIVO,433500000.00,433500000.00,x
Morelos ,2022,CA24,PODER JUDICIAL,623559001.00,933627252.00,x
Morelos ,2022,CA25,PODER EJECUTIVO DE LOS MUNICIPIOS,5363262397.00,6234334948.00,x
Morelos ,2022,CA26,ORGANISMOS AUTÓNOMOS,1744697863.00,3662412247.00,x
Morelos ,2022,CA27,ENTIDADES PARAESTATALES Y FIDEICOMISOS NO EMPRESARIALES Y NO FINANCIEROS,13105355190.00,18227954001.00,x
Morelos ,2022,CA28,INSTITUCIONES PÚBLICAS DE LA SEGURIDAD SOCIAL,0.00,0.00,x
Morelos ,2022,CA29,ENTIDADES PARAESTATALES EMPRESARIALES NO FINANCIERAS CON PARTICIPACIÓN ESTATAL MAYORITARIA,0.00,0.00,x
Morelos ,2022,CA30,FIDEICOMISOS EMPRESARIALES NO FINANCIEROS CON PARTICIPACIÓN ESTATAL MAYORITARIA,0.00,0.00,x
Morelos ,2022,CA31,ENTIDADES PARAESTATALES EMPRESARIALES FINANCIERAS MONETARIAS CON PARTICIPACIÓN ESTATAL MAYORITARIA,0.00,0.00,x
Morelos ,2022,CA32,ENTIDADES PARAESTATALES EMPRESARIALES FINANCIERAS NO MONETARIAS CON PARTICIPACIÓN ESTATAL MAYORITARIA,0.00,0.00,x
Morelos ,2022,CA33,FIDEICOMISOS FINANCIEROS PÚBLICOS CON PARTICIPACIÓN ESTATAL MAYORITARIA,0.00,0.00,x
Morelos ,2022,CATOT,TOTAL DEL GASTO,27144791971.00,35212475961.00,x
Nayarit,2022,CA1,DESPACHO DEL EJECUTIVO,88066892.32,85669906.01,x
Nayarit,2022,CA2,SECRETARÍA GENERAL DE GOBIERNO,268159847.74,264479721.80,x
Nayarit,2022,CA3,SECRETARÍA DE BIENESTAR E IGUALDAD SUSTANTIVA,168243884.13,60542470.52,x
Nayarit,2022,CA4,SECRETARÍA DE ADMINISTRACIÓN Y FINANZAS,703193269.96,588476310.20,x
Nayarit,2022,CA5,SECRETARÍA DE DESARROLLO SUSTENTABLE,114397066.57,129664402.53,x
Nayarit,2022,CA6,SECRETARÍA DE EDUCACIÓN,957623908.73,593687221.93,x
Nayarit,2022,CA7,SECRETARÍA DE LA CONTRALORÍA GENERAL,0.00,0.00,x
Nayarit,2022,CA8,SECRETARÍA DE TURISMO,62539161.42,48758642.40,x
Nayarit,2022,CA9,SECRETARÍA DE ECONOMÍA,66087083.57,48738737.70,x
Nayarit,2022,CA10,SECRETARÍA DE DESARROLLO RURAL,127675817.28,214817442.77,x
Nayarit,2022,CA11,SECRETARÍA DE INFRAESTRUCTURA,454907124.29,995232516.25,x
Nayarit,2022,CA12,SECRETARÍA DE SEGURIDAD Y PROTECCIÓN CIUDADANA,856512775.20,1018133419.70,x
Nayarit,2022,CA13,EROGACIONES GENERALES,673944886.73,1401128179.32,x
Nayarit,2022,CA14,JUBILACIONES Y PENSIONES,217347745.00,263594686.79,x
Nayarit,2022,CA15,SUBSIDIOS Y TRANSFERENCIAS,2041048002.58,2957147674.23,x
Nayarit,2022,CA16,SECRETARÍA DE MOVILIDAD,118179420.92,154642916.72,x
Nayarit,2022,CA22,SECRETARÍA PARA LA HONESTIDAD Y BUENA GOBERNANZA,59604778.14,47987228.39,x
Nayarit,2022,CA23,SECRETARÍA DEL TRABAJO Y JUSTICIA LABORAL,72417435.49,67302606.81,x
Nayarit,2022,CA17,PODER LEGISLATIVO,386304962.35,387130141.12,x
Nayarit,2022,CA18,PODER JUDICIAL,516883120.96,564883121.00,x
Nayarit,2022,CA19,ORGANISMOS AUTÓNOMOS,1037577948.62,1253340898.18,x
Nayarit,2022,CA20,MUNICIPIOS,2484476740.00,2636555463.11,x
Nayarit,2022,CA21,GASTO FEDERALIZADO,13606605816.00,16410492518.01,x
Nayarit,2022,CATOT,TOTAL DEL GASTO,25081797688.00,30192406225.49,x
Nuevo Leon ,2022,CA1,UNIDADES ADMINISTRATIVAS DEL GOBERNADOR,326132484.65,663240000.00,x
Nuevo Leon ,2022,CA2,COORDINACION EJECUTIVA DE LA ADMINISTRACION PUBLICA DE NUEVO LEON,0.00,0.00,x
Nuevo Leon ,2022,CA3,SECRETARIA GENERAL DE GOBIERNO,1209861286.39,1079600000.00,x
Nuevo Leon ,2022,CA4,SECRETARIA DE FINANZAS Y TESORERIA GENERAL DEL ESTADO,13032225140.61,32387955000.00,x
Nuevo Leon ,2022,CA5,PROCURADURIA GENERAL DE JUSTICIA,0.00,0.00,x
Nuevo Leon ,2022,CA6,REPRESENTACION DEL GOBIERNO DEL ESTADO DE NUEVO LEON EN LA CIUDAD DE MEXICO,0.00,0.00,x
Nuevo Leon ,2022,CA7,SECRETARIA DE SEGURIDAD PUBLICA,6606911116.29,6841314000.00,x
Nuevo Leon ,2022,CA8,SECRETARIA DE EDUCACION,12966747805.97,14663943000.00,x
Nuevo Leon ,2022,CA9,SECRETARIA DE SALUD,56858344.24,58885000.00,x
Nuevo Leon ,2022,CA10,SECRETARIA DE ECONOMIA Y TRABAJO,202803395.55,173737000.00,x
Nuevo Leon ,2022,CA11,SECRETARIA DE INFRAESTRUCTURA,0.00,0.00,x
Nuevo Leon ,2022,CA12,SECRETARIA DE DESARROLLO SOCIAL,0.00,0.00,x
Nuevo Leon ,2022,CA13,SECRETARIA DE ADMINISTRACION,1394277140.52,2025770000.00,x
Nuevo Leon ,2022,CA14,SECRETARIA DE DESARROLLO SUSTENTABLE,0.00,0.00,x
Nuevo Leon ,2022,CA15,CONTRALORIA Y TRANSPARENCIA GUBERNAMENTAL,141998897.30,158223000.00,x
Nuevo Leon ,2022,CA16,SECRETARIA DE DESARROLLO AGROPECUARIO,0.00,0.00,x
Nuevo Leon ,2022,CA17,JUNTA LOCAL DE CONCILIACION Y ARBITRAJE,176171914.69,169146000.00,x
Nuevo Leon ,2022,CA18,TRIBUNAL DC JUSTICIA ADMINISTRATIVA,130000000.00,133191000.00,x
Nuevo Leon ,2022,CA19,TRIBUNAL DE ARBITRAJE,8946418.33,9268000.00,x
Nuevo Leon ,2022,CA20,SECRETARIA DE PARTICIPACIÓN CIUDADANA,70000000.00,76205000.00,x
Nuevo Leon ,2022,CA21,SECRETARIA DE TRABAJO,167141769.64,209715000.00,x
Nuevo Leon ,2022,CA22,SECRETARIA DE DESARROLLO REGIONAL Y AGROPECUARIO,266588048.38,260397000.00,x
Nuevo Leon ,2022,CA23,SECRETARIA DE MOVILIDAD Y PLANEACIÓN URBANA,7915267109.75,4681303000.00,x
Nuevo Leon ,2022,CA24,SECRETARIA DE TURISMO,70000000.00,48988000.00,x
Nuevo Leon ,2022,CA25,SECRETARIA DE MEDIO AMBIENTE,198028310.88,139480000.00,x
Nuevo Leon ,2022,CA26,SECRETARIA DE IGUALDAD E INCLUSION,1055423032.47,1212396000.00,x
Nuevo Leon ,2022,CA27,SECRETARIA DE MUJERES,50000000.00,67036000.00,x
Nuevo Leon ,2022,CA28,SECRETARIA DE CULTURA,70000000.03,82896000.00,x
Nuevo Leon ,2022,CA36,NUEVO CENTRO DE CONCILIACIÓN LABORAL,0.00,2503000.00,x
Nuevo Leon ,2022,CA29,PODER LEGISLATIVO,652575140.00,662575000.00,x
