Municipio,Año,Código,Concepto,Aprobado,Devengado, 
Naucalpan de Juarez,2019,COG28,Materiales y Suministros para Seguridad,7856500.00,9625707.39,
Naucalpan de Juarez,2019,COG29,"Herramientas, Refacciones y Accesorios Menores",28825648.10,1363957.18,
Naucalpan de Juarez,2019,COG03,Servicios Generales                ,697709320.30,442774618.06,
Naucalpan de Juarez,2019,COG31,Servicios Básicos,90257356.49,68674750.10,
Naucalpan de Juarez,2019,COG32,Servicios de Arrendamiento,15509173.23,5781187.93,
Naucalpan de Juarez,2019,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",166940087.76,63289434.98,
Naucalpan de Juarez,2019,COG34,"Servicios Financieros, Bancarios y Comerciales",29735333.75,20410913.54,
Naucalpan de Juarez,2019,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",50189098.55,10811764.00,
Naucalpan de Juarez,2019,COG36,Servicios de Comunicación Social y Publicidad,20060240.26,8286179.07,
Naucalpan de Juarez,2019,COG37,Servicios de Traslados y Viáticos,3914293.48,211251.09,
Naucalpan de Juarez,2019,COG38,Servicios Oficiales,29533774.51,22088829.71,
Naucalpan de Juarez,2019,COG39,Otros Servicios Generales,291569962.27,243220307.64,
Naucalpan de Juarez,2019,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",651002527.50,322883488.52,
Naucalpan de Juarez,2019,COG41,Transferencias Internas y Asignaciones del Sector Público,70000.00,0.00,
Naucalpan de Juarez,2019,COG42,Transferencias al Resto del Sector Público,0.00,0.00,
Naucalpan de Juarez,2019,COG43,Subsidios y Subvenciones,591945049.68,302166167.91,
Naucalpan de Juarez,2019,COG44,Ayudas Sociales,58987477.82,20717320.61,
Naucalpan de Juarez,2019,COG45,Pensiones y Jubilaciones,0.00,0.00,
Naucalpan de Juarez,2019,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Naucalpan de Juarez,2019,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Naucalpan de Juarez,2019,COG48,Donativos,0.00,0.00,
Naucalpan de Juarez,2019,COG49,Transferencias al Exterior,0.00,0.00,
Naucalpan de Juarez,2019,COG05,"Bienes Muebles, Inmuebles e Intangibles",179487276.18,98106691.24,
Naucalpan de Juarez,2019,COG51,Mobiliario y Equipo de Administración,11426813.96,4053596.60,
Naucalpan de Juarez,2019,COG52,Mobiliario y Equipo Educacional y Recreativo,3660944.70,1077418.02,
Naucalpan de Juarez,2019,COG53,Equipo e Instrumental Médico y de Laboratorio,2280000.00,0.00,
Naucalpan de Juarez,2019,COG54,Vehículos y Equipo de Transporte,108065108.00,67532293.38,
Naucalpan de Juarez,2019,COG55,Equipo de Defensa y Seguridad,4445240.00,5546848.13,
Naucalpan de Juarez,2019,COG56,"Maquinaria, Otros Equipos y Herramientas",25290369.52,2941540.11,
Naucalpan de Juarez,2019,COG57,Activos Biológicos,0.00,0.00,
Naucalpan de Juarez,2019,COG58,Bienes Inmuebles,0.00,0.00,
Naucalpan de Juarez,2019,COG59,Activos Intangibles,24318800.00,16954995.00,
Naucalpan de Juarez,2019,COG06,Inversión Pública                  ,417164764.29,157738047.22,
Naucalpan de Juarez,2019,COG61,Obra Pública en Bienes de Dominio Público,334635902.58,149712850.29,
Naucalpan de Juarez,2019,COG62,Obra Pública en Bienes Propios,82528861.71,8025196.93,
Naucalpan de Juarez,2019,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Naucalpan de Juarez,2019,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Naucalpan de Juarez,2019,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Naucalpan de Juarez,2019,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Naucalpan de Juarez,2019,COG73,Compra de Títulos y Valores,0.00,0.00,
Naucalpan de Juarez,2019,COG74,Concesión de Préstamos,0.00,0.00,
Naucalpan de Juarez,2019,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Naucalpan de Juarez,2019,COG76,Otras Inversiones Financieras,0.00,0.00,
Naucalpan de Juarez,2019,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Naucalpan de Juarez,2019,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Naucalpan de Juarez,2019,COG81,Participaciones,0.00,0.00,
Naucalpan de Juarez,2019,COG82,Aportaciones,0.00,0.00,
Naucalpan de Juarez,2019,COG83,Convenios,0.00,0.00,
Naucalpan de Juarez,2019,COG09,Deuda Pública                      ,325950164.76,288344733.76,
Naucalpan de Juarez,2019,COG91,Amortización de la Deuda Pública,19651227.60,6981641.77,
Naucalpan de Juarez,2019,COG92,Intereses de la Deuda Pública,46802647.68,44477807.74,
Naucalpan de Juarez,2019,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Naucalpan de Juarez,2019,COG94,Gastos de la Deuda Pública,0.00,0.00,
Naucalpan de Juarez,2019,COG95,Costo por Coberturas,0.00,0.00,
Naucalpan de Juarez,2019,COG96,Apoyos Financieros,0.00,0.00,
Naucalpan de Juarez,2019,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,259496289.48,236885284.25,
Naucalpan de Juarez,2019,COGTOT,Total del Gasto,4590993390.00,3953743231.84,
Nezahualcoyotl,2019,COG01, Servicios Personales               ,1337342237.00,1209571160.28,
Nezahualcoyotl,2019,COG11,Remuneraciones al Personal  de Carácter Permanente,737523721.29,667720440.55,
Nezahualcoyotl,2019,COG12,Remuneraciones al Personal  de Carácter Transitorio,0.00,0.00,
Nezahualcoyotl,2019,COG13,Remuneraciones Adicionales y Especiales,250883083.69,218419352.98,
Nezahualcoyotl,2019,COG14,Seguridad Social,198993223.70,167964738.82,
Nezahualcoyotl,2019,COG15,Otras Prestaciones Sociales y Económicas,139942208.32,145464227.93,
Nezahualcoyotl,2019,COG16,Previsiones,0.00,0.00,
Nezahualcoyotl,2019,COG17,Pago de Estímulos a Servidores Públicos,10000000.00,10002400.00,
Nezahualcoyotl,2019,COG02,Materiales y Suministros           ,262056295.00,220052496.64,
Nezahualcoyotl,2019,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",20798143.41,17401788.87,
Nezahualcoyotl,2019,COG22,Alimentos y Utensilios,800490.00,248683.01,
Nezahualcoyotl,2019,COG23,Materias Primas y Materiales de Producción y Comercialización,0.00,586.51,
Nezahualcoyotl,2019,COG24,Materiales y Artículos de Construcción y Reparación,24234640.55,15233816.76,
Nezahualcoyotl,2019,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",2894886.79,5596642.33,
Nezahualcoyotl,2019,COG26,"Combustibles, Lubricantes y Aditivos",180399247.36,143329336.73,
Nezahualcoyotl,2019,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",14956210.30,7595930.55,
Nezahualcoyotl,2019,COG28,Materiales y Suministros para Seguridad,11695275.85,7859489.62,
Nezahualcoyotl,2019,COG29,"Herramientas, Refacciones y Accesorios Menores",6277400.74,22786222.26,
Nezahualcoyotl,2019,COG03,Servicios Generales                ,500014648.00,350535037.79,
Nezahualcoyotl,2019,COG31,Servicios Básicos,127839895.57,114825803.34,
Nezahualcoyotl,2019,COG32,Servicios de Arrendamiento,78211410.99,61766102.81,
Nezahualcoyotl,2019,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",52531218.69,32879310.63,
Nezahualcoyotl,2019,COG34,"Servicios Financieros, Bancarios y Comerciales",79317436.06,8843863.23,
Nezahualcoyotl,2019,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",44514508.27,33097673.10,
Nezahualcoyotl,2019,COG36,Servicios de Comunicación Social y Publicidad,36784598.70,12332928.33,
Nezahualcoyotl,2019,COG37,Servicios de Traslados y Viáticos,1511297.12,1551527.92,
Nezahualcoyotl,2019,COG38,Servicios Oficiales,41185083.76,46454523.73,
Nezahualcoyotl,2019,COG39,Otros Servicios Generales,38119198.84,38783304.70,
Nezahualcoyotl,2019,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",830986183.00,815908908.16,
Nezahualcoyotl,2019,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,
Nezahualcoyotl,2019,COG42,Transferencias al Resto del Sector Público,0.00,0.00,
Nezahualcoyotl,2019,COG43,Subsidios y Subvenciones,647951183.00,642380394.18,
Nezahualcoyotl,2019,COG44,Ayudas Sociales,183035000.00,173528513.98,
Nezahualcoyotl,2019,COG45,Pensiones y Jubilaciones,0.00,0.00,
Nezahualcoyotl,2019,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Nezahualcoyotl,2019,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Nezahualcoyotl,2019,COG48,Donativos,0.00,0.00,
Nezahualcoyotl,2019,COG49,Transferencias al Exterior,0.00,0.00,
Nezahualcoyotl,2019,COG05,"Bienes Muebles, Inmuebles e Intangibles",193501213.00,108196206.81,
Nezahualcoyotl,2019,COG51,Mobiliario y Equipo de Administración,10896531.56,5162979.66,
Nezahualcoyotl,2019,COG52,Mobiliario y Equipo Educacional y Recreativo,0.00,0.00,
Nezahualcoyotl,2019,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,42626.24,
Nezahualcoyotl,2019,COG54,Vehículos y Equipo de Transporte,41320000.00,92863786.59,
Nezahualcoyotl,2019,COG55,Equipo de Defensa y Seguridad,0.00,0.00,
Nezahualcoyotl,2019,COG56,"Maquinaria, Otros Equipos y Herramientas",141284681.44,10126814.32,
Nezahualcoyotl,2019,COG57,Activos Biológicos,0.00,0.00,
Nezahualcoyotl,2019,COG58,Bienes Inmuebles,0.00,0.00,
Nezahualcoyotl,2019,COG59,Activos Intangibles,0.00,0.00,
Nezahualcoyotl,2019,COG06,Inversión Pública                  ,317609301.25,400566073.18,
Nezahualcoyotl,2019,COG61,Obra Pública en Bienes de Dominio Público,317609301.25,400566073.18,
Nezahualcoyotl,2019,COG62,Obra Pública en Bienes Propios,0.00,0.00,
Nezahualcoyotl,2019,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Nezahualcoyotl,2019,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Nezahualcoyotl,2019,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Nezahualcoyotl,2019,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Nezahualcoyotl,2019,COG73,Compra de Títulos y Valores,0.00,0.00,
Nezahualcoyotl,2019,COG74,Concesión de Préstamos,0.00,0.00,
Nezahualcoyotl,2019,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Nezahualcoyotl,2019,COG76,Otras Inversiones Financieras,0.00,0.00,
Nezahualcoyotl,2019,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Nezahualcoyotl,2019,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Nezahualcoyotl,2019,COG81,Participaciones,0.00,0.00,
Nezahualcoyotl,2019,COG82,Aportaciones,0.00,0.00,
Nezahualcoyotl,2019,COG83,Convenios,0.00,0.00,
Nezahualcoyotl,2019,COG09,Deuda Pública                      ,605135672.75,284466293.79,
Nezahualcoyotl,2019,COG91,Amortización de la Deuda Pública,303280747.20,4600703.25,
Nezahualcoyotl,2019,COG92,Intereses de la Deuda Pública,27629681.25,32651978.71,
Nezahualcoyotl,2019,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Nezahualcoyotl,2019,COG94,Gastos de la Deuda Pública,0.00,0.00,
Nezahualcoyotl,2019,COG95,Costo por Coberturas,0.00,0.00,
Nezahualcoyotl,2019,COG96,Apoyos Financieros,0.00,0.00,
Nezahualcoyotl,2019,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,274225244.30,247213611.83,
Nezahualcoyotl,2019,COGTOT,Total del Gasto,4046645550.00,3389296176.65,
Oaxaca de Juarez,2019,COG01, Servicios Personales               ,1045099060.28,1049809519.08,
Oaxaca de Juarez,2019,COG11,Remuneraciones al Personal  de Carácter Permanente,302132773.23,288338248.73,
Oaxaca de Juarez,2019,COG12,Remuneraciones al Personal  de Carácter Transitorio,48217746.96,61086266.13,
Oaxaca de Juarez,2019,COG13,Remuneraciones Adicionales y Especiales,383601159.49,398320280.86,
Oaxaca de Juarez,2019,COG14,Seguridad Social,103114451.68,109084006.81,
Oaxaca de Juarez,2019,COG15,Otras Prestaciones Sociales y Económicas,199891408.92,184051665.86,
Oaxaca de Juarez,2019,COG16,Previsiones,0.00,0.00,
Oaxaca de Juarez,2019,COG17,Pago de Estímulos a Servidores Públicos,8141520.00,8929050.69,
Oaxaca de Juarez,2019,COG02,Materiales y Suministros           ,60823514.36,93857938.16,
Oaxaca de Juarez,2019,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",8876553.45,9959817.46,
Oaxaca de Juarez,2019,COG22,Alimentos y Utensilios,2526038.95,2389501.84,
Oaxaca de Juarez,2019,COG23,Materias Primas y Materiales de Producción y Comercialización,0.00,0.00,
Oaxaca de Juarez,2019,COG24,Materiales y Artículos de Construcción y Reparación,3527982.21,8668563.26,
Oaxaca de Juarez,2019,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",1162618.00,856396.52,
Oaxaca de Juarez,2019,COG26,"Combustibles, Lubricantes y Aditivos",29852758.66,44156291.78,
Oaxaca de Juarez,2019,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",12961363.96,15369406.69,
Oaxaca de Juarez,2019,COG28,Materiales y Suministros para Seguridad,95000.00,8529904.92,
Oaxaca de Juarez,2019,COG29,"Herramientas, Refacciones y Accesorios Menores",1821199.13,3928055.69,
Oaxaca de Juarez,2019,COG03,Servicios Generales                ,164719334.80,259301973.55,
Oaxaca de Juarez,2019,COG31,Servicios Básicos,39868444.67,66754008.76,
Oaxaca de Juarez,2019,COG32,Servicios de Arrendamiento,21962379.22,63808190.77,
Oaxaca de Juarez,2019,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",43926204.00,37143178.74,
Oaxaca de Juarez,2019,COG34,"Servicios Financieros, Bancarios y Comerciales",11137595.60,11198400.26,
Oaxaca de Juarez,2019,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",9948593.86,20516413.08,
Oaxaca de Juarez,2019,COG36,Servicios de Comunicación Social y Publicidad,9500000.01,11698147.12,
Oaxaca de Juarez,2019,COG37,Servicios de Traslados y Viáticos,2564429.11,2822272.29,
Oaxaca de Juarez,2019,COG38,Servicios Oficiales,7475079.92,16866090.22,
Oaxaca de Juarez,2019,COG39,Otros Servicios Generales,18336608.41,28495272.31,
Oaxaca de Juarez,2019,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",17835738.58,24700921.32,
Oaxaca de Juarez,2019,COG41,Transferencias Internas y Asignaciones del Sector Público,17835738.58,19849034.94,
Oaxaca de Juarez,2019,COG42,Transferencias al Resto del Sector Público,0.00,0.00,
Oaxaca de Juarez,2019,COG43,Subsidios y Subvenciones,0.00,0.00,
Oaxaca de Juarez,2019,COG44,Ayudas Sociales,0.00,4304623.68,
Oaxaca de Juarez,2019,COG45,Pensiones y Jubilaciones,0.00,0.00,
Oaxaca de Juarez,2019,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Oaxaca de Juarez,2019,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Oaxaca de Juarez,2019,COG48,Donativos,0.00,0.00,
Oaxaca de Juarez,2019,COG49,Transferencias al Exterior,0.00,547262.70,
Oaxaca de Juarez,2019,COG05,"Bienes Muebles, Inmuebles e Intangibles",109000.00,41797865.95,
Oaxaca de Juarez,2019,COG51,Mobiliario y Equipo de Administración,0.00,1038504.43,
Oaxaca de Juarez,2019,COG52,Mobiliario y Equipo Educacional y Recreativo,0.00,143641.44,
Oaxaca de Juarez,2019,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,0.00,
Oaxaca de Juarez,2019,COG54,Vehículos y Equipo de Transporte,0.00,25647319.18,
Oaxaca de Juarez,2019,COG55,Equipo de Defensa y Seguridad,74000.00,0.00,
Oaxaca de Juarez,2019,COG56,"Maquinaria, Otros Equipos y Herramientas",35000.00,2788400.90,
Oaxaca de Juarez,2019,COG57,Activos Biológicos,0.00,0.00,
Oaxaca de Juarez,2019,COG58,Bienes Inmuebles,0.00,0.00,
Oaxaca de Juarez,2019,COG59,Activos Intangibles,0.00,12180000.00,
Oaxaca de Juarez,2019,COG06,Inversión Pública                  ,127517991.14,98823381.08,
Oaxaca de Juarez,2019,COG61,Obra Pública en Bienes de Dominio Público,119490705.70,98505777.35,
Oaxaca de Juarez,2019,COG62,Obra Pública en Bienes Propios,8027285.44,317603.73,
Oaxaca de Juarez,2019,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Oaxaca de Juarez,2019,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Oaxaca de Juarez,2019,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Oaxaca de Juarez,2019,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Oaxaca de Juarez,2019,COG73,Compra de Títulos y Valores,0.00,0.00,
Oaxaca de Juarez,2019,COG74,Concesión de Préstamos,0.00,0.00,
Oaxaca de Juarez,2019,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Oaxaca de Juarez,2019,COG76,Otras Inversiones Financieras,0.00,0.00,
Oaxaca de Juarez,2019,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Oaxaca de Juarez,2019,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Oaxaca de Juarez,2019,COG81,Participaciones,0.00,0.00,
Oaxaca de Juarez,2019,COG82,Aportaciones,0.00,0.00,
Oaxaca de Juarez,2019,COG83,Convenios,0.00,0.00,
Oaxaca de Juarez,2019,COG09,Deuda Pública                      ,17107189.45,52432631.38,
Oaxaca de Juarez,2019,COG91,Amortización de la Deuda Pública,0.00,42499999.98,
Oaxaca de Juarez,2019,COG92,Intereses de la Deuda Pública,0.00,3535479.03,
Oaxaca de Juarez,2019,COG93,Comisiones de la Deuda Pública,0.00,1993692.00,
Oaxaca de Juarez,2019,COG94,Gastos de la Deuda Pública,0.00,0.00,
Oaxaca de Juarez,2019,COG95,Costo por Coberturas,0.00,0.00,
Oaxaca de Juarez,2019,COG96,Apoyos Financieros,0.00,0.00,
Oaxaca de Juarez,2019,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,17107189.45,4403460.37,
Oaxaca de Juarez,2019,COGTOT,Total del Gasto,1433211828.61,1620724230.52,
Othon P. Blanco,2019,COG01, Servicios Personales               ,396507104.49,445930227.76,
Othon P. Blanco,2019,COG11,Remuneraciones al Personal  de Carácter Permanente,114442925.38,119551551.02,
Othon P. Blanco,2019,COG12,Remuneraciones al Personal  de Carácter Transitorio,9175398.55,5607647.36,
Othon P. Blanco,2019,COG13,Remuneraciones Adicionales y Especiales,107614926.78,132148725.40,
Othon P. Blanco,2019,COG14,Seguridad Social,27651488.20,33571697.46,
Othon P. Blanco,2019,COG15,Otras Prestaciones Sociales y Económicas,55817898.78,54604178.74,
Othon P. Blanco,2019,COG16,Previsiones,85693.20,0.00,
Othon P. Blanco,2019,COG17,Pago de Estímulos a Servidores Públicos,81718773.60,100446427.78,
Othon P. Blanco,2019,COG02,Materiales y Suministros           ,70938000.85,55790539.75,
Othon P. Blanco,2019,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",6590187.67,4260901.78,
Othon P. Blanco,2019,COG22,Alimentos y Utensilios,2660050.95,2180161.29,
Othon P. Blanco,2019,COG23,Materias Primas y Materiales de Producción y Comercialización,150450.00,61000.04,
Othon P. Blanco,2019,COG24,Materiales y Artículos de Construcción y Reparación,8220174.42,6490588.84,
Othon P. Blanco,2019,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",188472.50,212318.25,
Othon P. Blanco,2019,COG26,"Combustibles, Lubricantes y Aditivos",46936324.58,35764484.14,
Othon P. Blanco,2019,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",798319.32,3861631.61,
Othon P. Blanco,2019,COG28,Materiales y Suministros para Seguridad,150.00,283371.20,
Othon P. Blanco,2019,COG29,"Herramientas, Refacciones y Accesorios Menores",5393871.41,2676082.60,
Othon P. Blanco,2019,COG03,Servicios Generales                ,135775002.87,132245901.58,
Othon P. Blanco,2019,COG31,Servicios Básicos,66677550.29,79206641.85,
Othon P. Blanco,2019,COG32,Servicios de Arrendamiento,20435230.39,11021662.36,
Othon P. Blanco,2019,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",15865158.10,10766076.94,
Othon P. Blanco,2019,COG34,"Servicios Financieros, Bancarios y Comerciales",3225643.76,2546625.00,
Othon P. Blanco,2019,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",4619633.45,1928064.29,
Othon P. Blanco,2019,COG36,Servicios de Comunicación Social y Publicidad,2042403.12,1559810.92,
Othon P. Blanco,2019,COG37,Servicios de Traslados y Viáticos,1724685.94,1483744.30,
Othon P. Blanco,2019,COG38,Servicios Oficiales,15782740.92,17512938.42,
Othon P. Blanco,2019,COG39,Otros Servicios Generales,5401956.90,6220337.50,
Othon P. Blanco,2019,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",26537625.06,19658591.49,
Othon P. Blanco,2019,COG41,Transferencias Internas y Asignaciones del Sector Público,5272168.97,3467739.36,
Othon P. Blanco,2019,COG42,Transferencias al Resto del Sector Público,0.00,0.00,
Othon P. Blanco,2019,COG43,Subsidios y Subvenciones,0.00,0.00,
Othon P. Blanco,2019,COG44,Ayudas Sociales,21265456.09,16190852.13,
Othon P. Blanco,2019,COG45,Pensiones y Jubilaciones,0.00,0.00,
Othon P. Blanco,2019,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Othon P. Blanco,2019,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Othon P. Blanco,2019,COG48,Donativos,0.00,0.00,
Othon P. Blanco,2019,COG49,Transferencias al Exterior,0.00,0.00,
Othon P. Blanco,2019,COG05,"Bienes Muebles, Inmuebles e Intangibles",2541068.74,17105959.23,
Othon P. Blanco,2019,COG51,Mobiliario y Equipo de Administración,2368344.74,2965218.14,
Othon P. Blanco,2019,COG52,Mobiliario y Equipo Educacional y Recreativo,0.00,770459.76,
Othon P. Blanco,2019,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,0.00,
Othon P. Blanco,2019,COG54,Vehículos y Equipo de Transporte,0.00,11128441.16,
Othon P. Blanco,2019,COG55,Equipo de Defensa y Seguridad,0.00,844314.12,
Othon P. Blanco,2019,COG56,"Maquinaria, Otros Equipos y Herramientas",172724.00,1099095.73,
Othon P. Blanco,2019,COG57,Activos Biológicos,0.00,0.00,
Othon P. Blanco,2019,COG58,Bienes Inmuebles,0.00,0.00,
Othon P. Blanco,2019,COG59,Activos Intangibles,0.00,298430.32,
Othon P. Blanco,2019,COG06,Inversión Pública                  ,174984219.15,172321876.48,
Othon P. Blanco,2019,COG61,Obra Pública en Bienes de Dominio Público,174984219.15,172321876.48,
Othon P. Blanco,2019,COG62,Obra Pública en Bienes Propios,0.00,0.00,
Othon P. Blanco,2019,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Othon P. Blanco,2019,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Othon P. Blanco,2019,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Othon P. Blanco,2019,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Othon P. Blanco,2019,COG73,Compra de Títulos y Valores,0.00,0.00,
Othon P. Blanco,2019,COG74,Concesión de Préstamos,0.00,0.00,
Othon P. Blanco,2019,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Othon P. Blanco,2019,COG76,Otras Inversiones Financieras,0.00,0.00,
Othon P. Blanco,2019,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Othon P. Blanco,2019,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Othon P. Blanco,2019,COG81,Participaciones,0.00,0.00,
Othon P. Blanco,2019,COG82,Aportaciones,0.00,0.00,
Othon P. Blanco,2019,COG83,Convenios,0.00,0.00,
Othon P. Blanco,2019,COG09,Deuda Pública                      ,91238414.85,61859036.90,
Othon P. Blanco,2019,COG91,Amortización de la Deuda Pública,21838414.85,21838414.85,
Othon P. Blanco,2019,COG92,Intereses de la Deuda Pública,44400000.00,40020622.05,
Othon P. Blanco,2019,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Othon P. Blanco,2019,COG94,Gastos de la Deuda Pública,0.00,0.00,
Othon P. Blanco,2019,COG95,Costo por Coberturas,0.00,0.00,
Othon P. Blanco,2019,COG96,Apoyos Financieros,0.00,0.00,
Othon P. Blanco,2019,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,25000000.00,0.00,
Othon P. Blanco,2019,COGTOT,Total del Gasto,898521436.01,904912133.19,
Pachuca de Soto,2019,COG01, Servicios Personales               ,440550600.00,419241931.23,
Pachuca de Soto,2019,COG11,Remuneraciones al Personal  de Carácter Permanente,209043406.00,198735372.00,
Pachuca de Soto,2019,COG12,Remuneraciones al Personal  de Carácter Transitorio,34524242.95,38279078.00,
Pachuca de Soto,2019,COG13,Remuneraciones Adicionales y Especiales,89107549.00,54010970.00,
Pachuca de Soto,2019,COG14,Seguridad Social,740000.00,1485492.65,
Pachuca de Soto,2019,COG15,Otras Prestaciones Sociales y Económicas,96508923.00,125364489.78,
Pachuca de Soto,2019,COG16,Previsiones,9826479.05,0.00,
Pachuca de Soto,2019,COG17,Pago de Estímulos a Servidores Públicos,800000.00,1366528.80,
Pachuca de Soto,2019,COG02,Materiales y Suministros           ,55003745.45,59996048.31,
Pachuca de Soto,2019,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",6562065.20,7276576.18,
Pachuca de Soto,2019,COG22,Alimentos y Utensilios,876442.00,1122701.98,
Pachuca de Soto,2019,COG23,Materias Primas y Materiales de Producción y Comercialización,6800.00,709.61,
Pachuca de Soto,2019,COG24,Materiales y Artículos de Construcción y Reparación,11172573.21,10568378.91,
Pachuca de Soto,2019,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",1387927.34,912616.81,
Pachuca de Soto,2019,COG26,"Combustibles, Lubricantes y Aditivos",18935523.58,25130747.08,
Pachuca de Soto,2019,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",9752644.65,9258055.77,
Pachuca de Soto,2019,COG28,Materiales y Suministros para Seguridad,1000000.00,331109.94,
Pachuca de Soto,2019,COG29,"Herramientas, Refacciones y Accesorios Menores",5309769.47,5395152.03,
Pachuca de Soto,2019,COG03,Servicios Generales                ,186210756.67,261280866.67,
Pachuca de Soto,2019,COG31,Servicios Básicos,23953489.68,49276276.48,
Pachuca de Soto,2019,COG32,Servicios de Arrendamiento,50417446.16,56291787.03,
Pachuca de Soto,2019,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",45803486.00,51472968.64,
Pachuca de Soto,2019,COG34,"Servicios Financieros, Bancarios y Comerciales",7751852.00,9403996.27,
Pachuca de Soto,2019,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",34193248.83,58415198.24,
Pachuca de Soto,2019,COG36,Servicios de Comunicación Social y Publicidad,4641290.00,6703257.29,
Pachuca de Soto,2019,COG37,Servicios de Traslados y Viáticos,480003.00,250312.40,
Pachuca de Soto,2019,COG38,Servicios Oficiales,1845030.00,4270375.48,
