Estado,Año,Código,Concepto,Aprobado,Devengado, 
Tijuana,2021,CFG5,Asuntos Financieros y Hacendarios,1612875091.63,1517348548.85,
Tijuana,2021,CFG6,Seguridad Nacional,0.00,0.00,
Tijuana,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,2146738689.67,1923255220.01,
Tijuana,2021,CFG8,Otros Servicios Generales,644292397.99,610810594.14,
Tijuana,2021,CFDS,Desarrollo Social,3317439517.73,3071421971.64,
Tijuana,2021,CFDS1,Protección Ambiental,6210145.70,6963772.28,
Tijuana,2021,CFDS2,Vivienda y Servicios a la Comunidad,2787510948.54,2629011572.02,
Tijuana,2021,CFDS3,Salud,110754619.78,107704355.56,
Tijuana,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",0.00,0.00,
Tijuana,2021,CFDS5,Educación,295624554.02,224243887.60,
Tijuana,2021,CFDS6,Protección Social,117339249.69,103498384.18,
Tijuana,2021,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Tijuana,2021,CFDE,Desarrollo Económico,125493722.49,113907467.26,
Tijuana,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",45252790.78,39761688.46,
Tijuana,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Tijuana,2021,CFDE3,Combustibles y Energía,0.00,0.00,
Tijuana,2021,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Tijuana,2021,CFDE5,Transporte,16217188.06,13604567.77,
Tijuana,2021,CFDE6,Comunicaciones,0.00,0.00,
Tijuana,2021,CFDE7,Turismo,0.00,0.00,
Tijuana,2021,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Tijuana,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,64023743.65,60541211.03,
Tijuana,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Tijuana,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Tijuana,2021,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Tijuana,2021,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tijuana,2021,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Tijuana,2021,CFTOTAL,Total del gasto,8338796953.53,7720010634.97,
Tlajomulco de Zuniga,2021,CFG,Gobierno,1977368826.36,2182369690.24,
Tlajomulco de Zuniga,2021,CFG1,Legislación,0.00,0.00,
Tlajomulco de Zuniga,2021,CFG2,Justicia,0.00,0.00,
Tlajomulco de Zuniga,2021,CFG3,Coordinación de la Política de Gobierno,1953743826.36,2166109768.95,
Tlajomulco de Zuniga,2021,CFG4,Relaciones Exteriores,0.00,0.00,
Tlajomulco de Zuniga,2021,CFG5,Asuntos Financieros y Hacendarios,0.00,0.00,
Tlajomulco de Zuniga,2021,CFG6,Seguridad Nacional,0.00,0.00,
Tlajomulco de Zuniga,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,23625000.00,16259921.29,
Tlajomulco de Zuniga,2021,CFG8,Otros Servicios Generales,0.00,0.00,
Tlajomulco de Zuniga,2021,CFDS,Desarrollo Social,593295914.65,792581732.88,
Tlajomulco de Zuniga,2021,CFDS1,Protección Ambiental,101030000.00,131544255.79,
Tlajomulco de Zuniga,2021,CFDS2,Vivienda y Servicios a la Comunidad,319500000.00,470664501.69,
Tlajomulco de Zuniga,2021,CFDS3,Salud,0.00,0.00,
Tlajomulco de Zuniga,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",45000000.00,40092105.26,
Tlajomulco de Zuniga,2021,CFDS5,Educación,0.00,0.00,
Tlajomulco de Zuniga,2021,CFDS6,Protección Social,63615914.65,65683132.23,
Tlajomulco de Zuniga,2021,CFDS7,Otros Asuntos Sociales,64150000.00,84597737.91,
Tlajomulco de Zuniga,2021,CFDE,Desarrollo Económico,59650597.99,90770808.58,
Tlajomulco de Zuniga,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",5380000.00,4346814.03,
Tlajomulco de Zuniga,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Tlajomulco de Zuniga,2021,CFDE3,Combustibles y Energía,0.00,0.00,
Tlajomulco de Zuniga,2021,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Tlajomulco de Zuniga,2021,CFDE5,Transporte,0.00,0.00,
Tlajomulco de Zuniga,2021,CFDE6,Comunicaciones,0.00,0.00,
Tlajomulco de Zuniga,2021,CFDE7,Turismo,0.00,0.00,
Tlajomulco de Zuniga,2021,CFDE8,"Ciencia, Tecnología e Innovación",54270597.99,86423994.55,
Tlajomulco de Zuniga,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Tlajomulco de Zuniga,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Tlajomulco de Zuniga,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Tlajomulco de Zuniga,2021,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Tlajomulco de Zuniga,2021,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tlajomulco de Zuniga,2021,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Tlajomulco de Zuniga,2021,CFTOTAL,Total del gasto,2630315339.00,3065722231.70,
Tlalnepantla de Baz,2021,CFG,Gobierno,2302855423.79,2196601831.85,
Tlalnepantla de Baz,2021,CFG1,Legislación,0.00,0.00,
Tlalnepantla de Baz,2021,CFG2,Justicia,7622048.27,7194367.22,
Tlalnepantla de Baz,2021,CFG3,Coordinación de la Política de Gobierno,337820000.81,303491383.56,
Tlalnepantla de Baz,2021,CFG4,Relaciones Exteriores,8278670.00,6282679.73,
Tlalnepantla de Baz,2021,CFG5,Asuntos Financieros y Hacendarios,1343994711.45,1314920001.46,
Tlalnepantla de Baz,2021,CFG6,Seguridad Nacional,0.00,0.00,
Tlalnepantla de Baz,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,547446824.05,514251544.80,
Tlalnepantla de Baz,2021,CFG8,Otros Servicios Generales,57693169.21,50461855.08,
Tlalnepantla de Baz,2021,CFDS,Desarrollo Social,1507463428.01,1427034341.37,
Tlalnepantla de Baz,2021,CFDS1,Protección Ambiental,206375914.11,191949127.56,
Tlalnepantla de Baz,2021,CFDS2,Vivienda y Servicios a la Comunidad,985651534.20,933235420.65,
Tlalnepantla de Baz,2021,CFDS3,Salud,54190020.07,54896906.35,
Tlalnepantla de Baz,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",135054698.67,129089773.41,
Tlalnepantla de Baz,2021,CFDS5,Educación,115944032.33,107608081.56,
Tlalnepantla de Baz,2021,CFDS6,Protección Social,10247228.63,10255031.84,
Tlalnepantla de Baz,2021,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Tlalnepantla de Baz,2021,CFDE,Desarrollo Económico,37539505.67,36530509.14,
Tlalnepantla de Baz,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",8535621.00,7186842.27,
Tlalnepantla de Baz,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Tlalnepantla de Baz,2021,CFDE3,Combustibles y Energía,0.00,0.00,
Tlalnepantla de Baz,2021,CFDE4,"Minería, Manufacturas y Construcción",25464451.67,25860255.99,
Tlalnepantla de Baz,2021,CFDE5,Transporte,2169266.00,2142499.23,
Tlalnepantla de Baz,2021,CFDE6,Comunicaciones,0.00,0.00,
Tlalnepantla de Baz,2021,CFDE7,Turismo,1370167.00,1340911.65,
Tlalnepantla de Baz,2021,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Tlalnepantla de Baz,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Tlalnepantla de Baz,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,292060481.69,191807728.12,
Tlalnepantla de Baz,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,107762000.40,31024441.81,
Tlalnepantla de Baz,2021,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",153876687.00,154567995.90,
Tlalnepantla de Baz,2021,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tlalnepantla de Baz,2021,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,30421794.29,6215290.41,
Tlalnepantla de Baz,2021,CFTOTAL,Total del gasto,4139918839.16,3851974410.48,
San Pedro Tlaquepaque,2021,CFG,Gobierno,1251530076.94,1229839690.38,
San Pedro Tlaquepaque,2021,CFG1,Legislación,58476655.56,29104538.69,
San Pedro Tlaquepaque,2021,CFG2,Justicia,19096943.17,13850584.38,
San Pedro Tlaquepaque,2021,CFG3,Coordinación de la Política de Gobierno,352611929.71,302590389.62,
San Pedro Tlaquepaque,2021,CFG4,Relaciones Exteriores,0.00,3297518.61,
San Pedro Tlaquepaque,2021,CFG5,Asuntos Financieros y Hacendarios,256852686.90,214821796.74,
San Pedro Tlaquepaque,2021,CFG6,Seguridad Nacional,0.00,0.00,
San Pedro Tlaquepaque,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,519582105.29,521358348.45,
San Pedro Tlaquepaque,2021,CFG8,Otros Servicios Generales,44909756.31,144816513.89,
San Pedro Tlaquepaque,2021,CFDS,Desarrollo Social,921136759.83,1075602826.10,
San Pedro Tlaquepaque,2021,CFDS1,Protección Ambiental,185261015.82,216636046.10,
San Pedro Tlaquepaque,2021,CFDS2,Vivienda y Servicios a la Comunidad,625303833.20,745227577.87,
San Pedro Tlaquepaque,2021,CFDS3,Salud,67154799.45,71996032.32,
San Pedro Tlaquepaque,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",30804129.99,30639986.09,
San Pedro Tlaquepaque,2021,CFDS5,Educación,12612981.37,11103183.72,
San Pedro Tlaquepaque,2021,CFDS6,Protección Social,0.00,0.00,
San Pedro Tlaquepaque,2021,CFDS7,Otros Asuntos Sociales,0.00,0.00,
San Pedro Tlaquepaque,2021,CFDE,Desarrollo Económico,70776263.72,51687830.65,
San Pedro Tlaquepaque,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",63459235.20,39073141.49,
San Pedro Tlaquepaque,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",4179029.78,8467209.71,
San Pedro Tlaquepaque,2021,CFDE3,Combustibles y Energía,0.00,0.00,
San Pedro Tlaquepaque,2021,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
San Pedro Tlaquepaque,2021,CFDE5,Transporte,0.00,0.00,
San Pedro Tlaquepaque,2021,CFDE6,Comunicaciones,0.00,0.00,
San Pedro Tlaquepaque,2021,CFDE7,Turismo,3137998.74,4147479.45,
San Pedro Tlaquepaque,2021,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
San Pedro Tlaquepaque,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
San Pedro Tlaquepaque,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,51915967.87,
San Pedro Tlaquepaque,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,51915967.87,
San Pedro Tlaquepaque,2021,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
San Pedro Tlaquepaque,2021,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
San Pedro Tlaquepaque,2021,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
San Pedro Tlaquepaque,2021,CFTOTAL,Total del gasto,2243443100.49,2409046315.00,
Toluca,2021,CFG,Gobierno,2970473667.00,2632775793.09,
Toluca,2021,CFG1,Legislación,0.00,0.00,
Toluca,2021,CFG2,Justicia,5823866.31,4438500.75,
Toluca,2021,CFG3,Coordinación de la Política de Gobierno,395191544.79,307058677.75,
Toluca,2021,CFG4,Relaciones Exteriores,1678349.39,1336502.60,
Toluca,2021,CFG5,Asuntos Financieros y Hacendarios,1154870532.66,1253727897.48,
Toluca,2021,CFG6,Seguridad Nacional,0.00,0.00,
Toluca,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,1282168085.85,958756791.87,
Toluca,2021,CFG8,Otros Servicios Generales,130741288.00,107457422.64,
Toluca,2021,CFDS,Desarrollo Social,1131640075.03,941698944.91,
Toluca,2021,CFDS1,Protección Ambiental,238611201.69,227667442.58,
Toluca,2021,CFDS2,Vivienda y Servicios a la Comunidad,665761087.70,596467166.76,
Toluca,2021,CFDS3,Salud,23173050.17,12029575.10,
Toluca,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",121368458.13,77159249.44,
Toluca,2021,CFDS5,Educación,31494216.47,8443711.59,
Toluca,2021,CFDS6,Protección Social,51232060.87,19931799.44,
Toluca,2021,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Toluca,2021,CFDE,Desarrollo Económico,38236530.38,20145993.87,
Toluca,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",3185348.12,2497429.59,
Toluca,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",16073059.99,4324518.62,
Toluca,2021,CFDE3,Combustibles y Energía,0.00,0.00,
Toluca,2021,CFDE4,"Minería, Manufacturas y Construcción",7325750.68,5855263.78,
Toluca,2021,CFDE5,Transporte,1100000.00,0.00,
Toluca,2021,CFDE6,Comunicaciones,0.00,0.00,
Toluca,2021,CFDE7,Turismo,8970100.24,5858609.64,
Toluca,2021,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Toluca,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,1582271.35,1610172.24,
Toluca,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,1632531794.59,987142788.40,
Toluca,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,490028406.29,461622896.42,
Toluca,2021,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",283429719.15,202823746.99,
Toluca,2021,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Toluca,2021,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,859073669.15,322696144.99,
Toluca,2021,CFTOTAL,Total del gasto,5772882067.00,4581763520.27,
Tonala,2021,CFG,Gobierno,1371471409.56,1341668489.73,
Tonala,2021,CFG1,Legislación,0.00,0.00,
Tonala,2021,CFG2,Justicia,0.00,0.00,
Tonala,2021,CFG3,Coordinación de la Política de Gobierno,599795002.33,644086829.76,
Tonala,2021,CFG4,Relaciones Exteriores,0.00,0.00,
Tonala,2021,CFG5,Asuntos Financieros y Hacendarios,279676964.42,300329693.76,
Tonala,2021,CFG6,Seguridad Nacional,0.00,0.00,
Tonala,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,16635647.47,17652840.25,
Tonala,2021,CFG8,Otros Servicios Generales,475363795.34,379599125.96,
Tonala,2021,CFDS,Desarrollo Social,183660057.44,451423399.78,
Tonala,2021,CFDS1,Protección Ambiental,0.00,0.00,
Tonala,2021,CFDS2,Vivienda y Servicios a la Comunidad,183660057.44,451423399.78,
Tonala,2021,CFDS3,Salud,0.00,0.00,
Tonala,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",0.00,0.00,
Tonala,2021,CFDS5,Educación,0.00,0.00,
Tonala,2021,CFDS6,Protección Social,0.00,0.00,
Tonala,2021,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Tonala,2021,CFDE,Desarrollo Económico,0.00,0.00,
Tonala,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",0.00,0.00,
Tonala,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Tonala,2021,CFDE3,Combustibles y Energía,0.00,0.00,
Tonala,2021,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Tonala,2021,CFDE5,Transporte,0.00,0.00,
Tonala,2021,CFDE6,Comunicaciones,0.00,0.00,
Tonala,2021,CFDE7,Turismo,0.00,0.00,
Tonala,2021,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Tonala,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Tonala,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Tonala,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Tonala,2021,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Tonala,2021,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tonala,2021,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Tonala,2021,CFTOTAL,Total del gasto,1555131467.00,1793091889.51,
Torreon,2021,CFG,Gobierno,1149876780.33,1243048121.05,
Torreon,2021,CFG1,Legislación,0.00,0.00,
Torreon,2021,CFG2,Justicia,0.00,0.00,
Torreon,2021,CFG3,Coordinación de la Política de Gobierno,166514491.77,314511758.03,
Torreon,2021,CFG4,Relaciones Exteriores,0.00,0.00,
Torreon,2021,CFG5,Asuntos Financieros y Hacendarios,513147594.23,535877839.36,
Torreon,2021,CFG6,Seguridad Nacional,0.00,0.00,
Torreon,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,415012031.81,336490167.92,
Torreon,2021,CFG8,Otros Servicios Generales,55202662.52,56168355.74,
Torreon,2021,CFDS,Desarrollo Social,1256969307.98,1314502276.80,
Torreon,2021,CFDS1,Protección Ambiental,303642084.83,291346373.12,
Torreon,2021,CFDS2,Vivienda y Servicios a la Comunidad,778879427.15,896926617.72,
Torreon,2021,CFDS3,Salud,27394099.86,27460053.16,
Torreon,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",45859059.92,44120669.08,
Torreon,2021,CFDS5,Educación,0.00,0.00,
Torreon,2021,CFDS6,Protección Social,101194636.22,54648563.72,
Torreon,2021,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Torreon,2021,CFDE,Desarrollo Económico,24853911.69,20982737.93,
Torreon,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",24503911.69,20754320.66,
Torreon,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Torreon,2021,CFDE3,Combustibles y Energía,0.00,0.00,
Torreon,2021,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Torreon,2021,CFDE5,Transporte,0.00,0.00,
Torreon,2021,CFDE6,Comunicaciones,0.00,0.00,
Torreon,2021,CFDE7,Turismo,350000.00,228417.27,
Torreon,2021,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Torreon,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Torreon,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,271300000.00,289231228.57,
Torreon,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Torreon,2021,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",241300000.00,289231228.57,
Torreon,2021,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Torreon,2021,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,30000000.00,0.00,
Torreon,2021,CFTOTAL,Total del gasto,2703000000.00,2867764364.35,
Tultitlan,2021,CFG,Gobierno,810147939.89,749043536.04,
Tultitlan,2021,CFG1,Legislación,0.00,0.00,
Tultitlan,2021,CFG2,Justicia,2372626.69,2456536.58,
Tultitlan,2021,CFG3,Coordinación de la Política de Gobierno,147191184.70,167077273.18,
Tultitlan,2021,CFG4,Relaciones Exteriores,50000.00,0.00,
Tultitlan,2021,CFG5,Asuntos Financieros y Hacendarios,405702360.60,359617103.78,
Tultitlan,2021,CFG6,Seguridad Nacional,0.00,0.00,
Tultitlan,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,215849904.63,192180435.01,
Tultitlan,2021,CFG8,Otros Servicios Generales,38981863.27,27712187.49,
Tultitlan,2021,CFDS,Desarrollo Social,559918658.38,564119824.94,
Tultitlan,2021,CFDS1,Protección Ambiental,98740206.64,104001094.01,
Tultitlan,2021,CFDS2,Vivienda y Servicios a la Comunidad,405652041.16,409095864.74,
Tultitlan,2021,CFDS3,Salud,5424947.95,3647594.57,
Tultitlan,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",4537232.42,5035527.36,
Tultitlan,2021,CFDS5,Educación,31236664.87,30258340.06,
Tultitlan,2021,CFDS6,Protección Social,14327565.34,12081404.20,
Tultitlan,2021,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Tultitlan,2021,CFDE,Desarrollo Económico,13272950.64,14211655.58,
Tultitlan,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",6631970.93,6666939.24,
Tultitlan,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Tultitlan,2021,CFDE3,Combustibles y Energía,0.00,0.00,
Tultitlan,2021,CFDE4,"Minería, Manufacturas y Construcción",4346257.07,4117148.20,
Tultitlan,2021,CFDE5,Transporte,2234722.64,3427568.14,
Tultitlan,2021,CFDE6,Comunicaciones,0.00,0.00,
Tultitlan,2021,CFDE7,Turismo,60000.00,0.00,
Tultitlan,2021,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Tultitlan,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Tultitlan,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,598835566.26,626728562.29,
Tultitlan,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,17206495.54,13717889.20,
Tultitlan,2021,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",403040000.00,444692355.80,
Tultitlan,2021,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tultitlan,2021,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,178589070.72,168318317.29,
Tultitlan,2021,CFTOTAL,Total del gasto,1982175115.17,1954103578.85,
Tuxtla Gutierrez,2021,CFG,Gobierno,856390274.95,1120315085.34,
Tuxtla Gutierrez,2021,CFG1,Legislación,37669490.10,36942670.80,
Tuxtla Gutierrez,2021,CFG2,Justicia,4802888.50,4729683.19,
Tuxtla Gutierrez,2021,CFG3,Coordinación de la Política de Gobierno,480110309.18,508940573.04,
Tuxtla Gutierrez,2021,CFG4,Relaciones Exteriores,0.00,0.00,
Tuxtla Gutierrez,2021,CFG5,Asuntos Financieros y Hacendarios,225283650.28,187858365.97,
Tuxtla Gutierrez,2021,CFG6,Seguridad Nacional,0.00,0.00,
Tuxtla Gutierrez,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,71528936.89,342408688.67,
Tuxtla Gutierrez,2021,CFG8,Otros Servicios Generales,36995000.00,39435103.67,
Tuxtla Gutierrez,2021,CFDS,Desarrollo Social,601511565.54,1224927782.13,
Tuxtla Gutierrez,2021,CFDS1,Protección Ambiental,203351103.09,300281603.62,
Tuxtla Gutierrez,2021,CFDS2,Vivienda y Servicios a la Comunidad,230512078.37,725653157.33,
Tuxtla Gutierrez,2021,CFDS3,Salud,163320984.08,171651304.80,
Tuxtla Gutierrez,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",0.00,0.00,
Tuxtla Gutierrez,2021,CFDS5,Educación,4327400.00,13632902.05,
Tuxtla Gutierrez,2021,CFDS6,Protección Social,0.00,13708814.33,
Tuxtla Gutierrez,2021,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Tuxtla Gutierrez,2021,CFDE,Desarrollo Económico,60426850.11,79229723.19,
Tuxtla Gutierrez,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",0.00,0.00,
Tuxtla Gutierrez,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",60426850.11,79229723.19,
Tuxtla Gutierrez,2021,CFDE3,Combustibles y Energía,0.00,0.00,
Tuxtla Gutierrez,2021,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Tuxtla Gutierrez,2021,CFDE5,Transporte,0.00,0.00,
Tuxtla Gutierrez,2021,CFDE6,Comunicaciones,0.00,0.00,
Tuxtla Gutierrez,2021,CFDE7,Turismo,0.00,0.00,
Tuxtla Gutierrez,2021,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Tuxtla Gutierrez,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Tuxtla Gutierrez,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,742494893.40,218807853.40,
Tuxtla Gutierrez,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,73657203.00,
Tuxtla Gutierrez,2021,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",742494893.40,145150650.40,
Tuxtla Gutierrez,2021,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tuxtla Gutierrez,2021,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Tuxtla Gutierrez,2021,CFTOTAL,Total del gasto,2260823584.00,2643280444.06,
Veracruz,2021,CFG,Gobierno,832731913.00,919492045.00,
Veracruz,2021,CFG1,Legislación,7441434.00,7636331.00,
Veracruz,2021,CFG2,Justicia,0.00,0.00,
Veracruz,2021,CFG3,Coordinación de la Política de Gobierno,577457066.00,637113376.00,
Veracruz,2021,CFG4,Relaciones Exteriores,0.00,0.00,
Veracruz,2021,CFG5,Asuntos Financieros y Hacendarios,110109188.00,135516030.00,
Veracruz,2021,CFG6,Seguridad Nacional,0.00,0.00,
Veracruz,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,81599382.00,78864041.00,
Veracruz,2021,CFG8,Otros Servicios Generales,56124843.00,60362267.00,
Veracruz,2021,CFDS,Desarrollo Social,1112848538.00,1494469874.00,
Veracruz,2021,CFDS1,Protección Ambiental,479854687.00,523461806.00,
Veracruz,2021,CFDS2,Vivienda y Servicios a la Comunidad,488675739.00,815506012.00,
Veracruz,2021,CFDS3,Salud,36375706.00,33451250.00,
Veracruz,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",14894975.00,14520112.00,
Veracruz,2021,CFDS5,Educación,25186007.00,36176557.00,
Veracruz,2021,CFDS6,Protección Social,2500000.00,7624.00,
Veracruz,2021,CFDS7,Otros Asuntos Sociales,65361424.00,71346513.00,
Veracruz,2021,CFDE,Desarrollo Económico,114004321.00,74433933.00,
Veracruz,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",77078.00,77078.00,
Veracruz,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",5404060.00,5959542.00,
Veracruz,2021,CFDE3,Combustibles y Energía,0.00,0.00,
Veracruz,2021,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Veracruz,2021,CFDE5,Transporte,0.00,0.00,
Veracruz,2021,CFDE6,Comunicaciones,0.00,0.00,
Veracruz,2021,CFDE7,Turismo,80940517.00,39721943.00,
Veracruz,2021,CFDE8,"Ciencia, Tecnología e Innovación",5110000.00,6264641.00,
Veracruz,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,22472666.00,22410729.00,
Veracruz,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,51537912.00,52081342.00,
Veracruz,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,51537912.00,52081342.00,
