Municipio,Año,Código,Activo,Concepto,Aprobado,Devengado,Observaciones
Pachuca de Soto,2020,CA21,x,Dirección de Giras y Logistica,2129974,1711778.8,x
Pachuca de Soto,2020,CA22,x,Dirección de Informática,3523378,3016455.96,x
Pachuca de Soto,2020,CA23,x,Dirección de la Oficialia del Registro del Estado Familiar,4320165,3709227.7,x
Pachuca de Soto,2020,CA24,x,Dirección de lngresos,9100923,35366790.48,x
Pachuca de Soto,2020,CA25,x,Dirección de lnspección y Vigilancia Ambiental,963734,745067,x
Pachuca de Soto,2020,CA26,x,Dirección de lo Contensioso,23177,3819.92,x
Pachuca de Soto,2020,CA27,x,"Dirección de Mercados, Comercio y Abasto",8110997,9874935.06,x
Pachuca de Soto,2020,CA28,x,Dirección de Movilidad,30620706.19,11955638.77,x
Pachuca de Soto,2020,CA29,x,Dirección de Obras Públicas,29277458.59,16851955.29,x
Pachuca de Soto,2020,CA30,x,Dirección de Planeación y Estadistica,6711232,19118915.67,x
Pachuca de Soto,2020,CA31,x,"Dirección de Planeación, Evaluación y Proyectos Estrategicos",2402108,1450056,x
Pachuca de Soto,2020,CA32,x,Dirección de Policia Preventiva,66550734,64246083.5,x
Pachuca de Soto,2020,CA33,x,Dirección de Presupuesto y Contabilidad,4534104,3205334,x
Pachuca de Soto,2020,CA34,x,Dirección de Prevención del Delito,8919502,9199287.21,x
Pachuca de Soto,2020,CA35,x,"Dirección de Protección Civil, Bomberos y Gestión Integral de Riesgos",5380412,5469995.72,x
Pachuca de Soto,2020,CA36,x,Direccion de Recursos Humanos,68625061,83276671.33,x
Pachuca de Soto,2020,CA37,x,Dirección de Reglamentos y Espectaculos,4008694,3589690.1,x
Pachuca de Soto,2020,CA38,x,Dirección de Relaciones Públicas,1469623,1160801.13,x
Pachuca de Soto,2020,CA39,x,Dirección de Responsabilidades,8350,0,x
Pachuca de Soto,2020,CA40,x,Dirección de Sanidad Municipal,111055968,123285381.2,x
Pachuca de Soto,2020,CA41,x,Dirección de Servicios Generales,29597833.22,19891179.37,x
Pachuca de Soto,2020,CA42,x,Dirección de Sustentabilidad de los Recursos Naturales,368229,684000,x
Pachuca de Soto,2020,CA43,x,Dirección de Transparencia e Información Pública Gubernamental,1160147,1001166,x
Pachuca de Soto,2020,CA44,x,Dirección de Turismo,1752126,1223530.08,x
Pachuca de Soto,2020,CA45,x,Dirección de Vialidad y Tránsito,36665206,36066326.03,x
Pachuca de Soto,2020,CA46,x,Dirección de Vinculación Ciudadana,82023,168060.81,x
Pachuca de Soto,2020,CA47,x,Dirección de Vinculación e lnnovación lnstitucional,1800079,1041824.36,x
Pachuca de Soto,2020,CA48,x,Dirección de Vivienda,2726388,2052686.62,x
Pachuca de Soto,2020,CA49,x,Dirección General Jurídica,3351007,3279983.1,x
Pachuca de Soto,2020,CA50,x,Instituto Municipal para la Juventud,1720333,1656657.14,x
Pachuca de Soto,2020,CA51,x,Jubilados,96016500,79648165,x
Pachuca de Soto,2020,CA52,x,lnstituto Municipal de lnvestigación y Planeacion,2700000,2438146.22,x
Pachuca de Soto,2020,CA53,x,lnstituto Municipal de la Cultura,4519595,4307395.2,x
Pachuca de Soto,2020,CA54,x,lnstituto Municipal de las Mujeres,2500000,2675381.28,x
Pachuca de Soto,2020,CA55,x,lnstituto Municipal del Deporte,5608984,6626714.22,x
Pachuca de Soto,2020,CA56,x,lnstituto Municipal para la Prevención de Adicciones,2517442,2087838.88,x
Pachuca de Soto,2020,CA57,x,Oficialia Mayor,97554,271973.6,x
Pachuca de Soto,2020,CA58,x,"Primera Unidad de Rescate, Rehabilitación de Fauna Silvestre, Endemica y Exótica de Mexico",3200000,3200422.88,x
Pachuca de Soto,2020,CA59,x,Secretaria de Desarrollo Económico,6471578,5863547.12,x
Pachuca de Soto,2020,CA60,x,Secretaría de Administración,4826825,19618927.23,x
Pachuca de Soto,2020,CA61,x,Secretaria de Contraloria y Transparencia,2110088,1299626.72,x
Pachuca de Soto,2020,CA62,x,Secretaria de Desarrollo Humano y Social,5813493,4669877.21,x
Pachuca de Soto,2020,CA63,x,Secretaria de la Tesoreria,43473218,39202132.39,x
Pachuca de Soto,2020,CA64,x,Secretaria de Medio Ambiente y Desarrollo Sustentable,1695080,1261398.94,x
Pachuca de Soto,2020,CA65,x,"Secretaría de Obras Públicas. Desarrollo Urbano, Vivienda y Movilidad",39488339,43829425.42,x
Pachuca de Soto,2020,CA66,x,Secretaria de Planeación y Evaluación,2020077,2513378.65,x
Pachuca de Soto,2020,CA67,x,"Secretaria de Seguridad Publica, Transito y Vialidad",44347055,35347560.22,x
Pachuca de Soto,2020,CA68,x,Secretaría de Servicios Municipales,11301698,10282542.87,x
Pachuca de Soto,2020,CA69,x,"Secretaria Ejecutiva del Sistema Municipal de Protección Integral de Niñas, Niños y Adolescentes",731416,508061.21,x
Pachuca de Soto,2020,CA70,x,Secretaria General,12235249,8206972.57,x
Pachuca de Soto,2020,CA71,x,Secretaría Parlicular,2563899,2369112.41,x
Pachuca de Soto,2020,CA72,x,Sindicato,12140963,8380138.07,x
Pachuca de Soto,2020,CA73,x,Sindicatura,11625,466.68,x
Pachuca de Soto,2020,CA74,x,Sistema DIF Municipal,30983823,31088888.97,x
Pachuca de Soto,2020,CA75,x,Unidades de Apoyo de la o el Presidente Municipal,2436996,1618449.91,x
Pachuca de Soto,2020,CATOT,x,Total del gasto,973249951,971587331.9,x
Pachuca de Soto,2019,CA1,x,Asamblea Municipal,19152004,32605121.04,x
Pachuca de Soto,2019,CA2,x,Diección de Desarrollo Urbano,10787945,8323998.81,x
Pachuca de Soto,2019,CA3,x,Dirección Administrativa,27260408,27864525.1,x
Pachuca de Soto,2019,CA4,x,Dirección de Alumbrado Público,63331241.84,93344872.26,x
Pachuca de Soto,2019,CA5,x,Dirección de Atención Telefónica SERVITEL,1013816,1253816.82,x
Pachuca de Soto,2019,CA6,x,Dirección de Auditoría,2244680,1951132.01,x
Pachuca de Soto,2019,CA7,x,Dirección de Catastro,5387163,4969098.26,x
Pachuca de Soto,2019,CA8,x,Dirección de Centro Histórico,5641532,4562192.4,x
Pachuca de Soto,2019,CA9,x,Dirección de Compras y Suministros,4743343,4403169.56,x
Pachuca de Soto,2019,CA10,x,Dirección de Comunicación Social,6809402,9856560.62,x
Pachuca de Soto,2019,CA11,x,Dirección de Control,711938,643702,x
Pachuca de Soto,2019,CA12,x,Dirección de Denuncias y Situación Patrimonial,1054847,875922.8,x
Pachuca de Soto,2019,CA13,x,Dirección de Desarrollo Económico,2082199,1913298.76,x
Pachuca de Soto,2019,CA14,x,Dirección de Desarrollo Político,50000,0,x
Pachuca de Soto,2019,CA15,x,Dirección de Desarrollo Social,4075059,3954636.33,x
Pachuca de Soto,2019,CA16,x,Dirección de Educación,1357224,1348131.98,x
Pachuca de Soto,2019,CA17,x,Dirección de Egresos,1804688,1617570.13,x
Pachuca de Soto,2019,CA18,x,Dirección de estudios y Proyectos,6299336,5412775.33,x
Pachuca de Soto,2019,CA19,x,Dirección de Gestión de la Calidad,1042517,1015570.5,x
Pachuca de Soto,2019,CA20,x,Dirección de Giras y Logistica,2220235,1889072.21,x
Pachuca de Soto,2019,CA21,x,Dirección de Informática,3320097,3094994.59,x
Pachuca de Soto,2019,CA22,x,Dirección de la Oficialia del Registro del Estado Familiar,3987661,3592083.18,x
Pachuca de Soto,2019,CA23,x,Dirección de lngresos,8613696,30640378.4,x
Pachuca de Soto,2019,CA24,x,Dirección de lnspección y Vigilancia Ambiental,1103446,748311.2,x
Pachuca de Soto,2019,CA25,x,Dirección de lo Contensioso,6677,51425.5,x
Pachuca de Soto,2019,CA26,x,"Dirección de Mercados, Comercio y Abasto",7208571,10472717.35,x
Pachuca de Soto,2019,CA27,x,Dirección de Movilidad,16373588.79,11317386.45,x
Pachuca de Soto,2019,CA28,x,Dirección de Obras Públicas,21391784,17287438.28,x
Pachuca de Soto,2019,CA29,x,Dirección de Planeación y Estadistica,7173849,5955587.06,x
Pachuca de Soto,2019,CA30,x,"Dirección de Planeación, Evaluación y Proyectos Estrategicos",1561775,2210467.64,x
Pachuca de Soto,2019,CA31,x,Dirección de Policia Preventiva,67145965.58,63113264.41,x
Pachuca de Soto,2019,CA32,x,Dirección de Presupuesto y Contabilidad,4223233,3678343.98,x
Pachuca de Soto,2019,CA33,x,Dirección de Prevención del Delito,8399090,8583067.19,x
Pachuca de Soto,2019,CA34,x,"Dirección de Protección Civil, Bomberos y Gestión Integral de Riesgos",4981797,6843584.9,x
Pachuca de Soto,2019,CA35,x,Direccion de Recursos Humanos,59767041,77670803.2,x
Pachuca de Soto,2019,CA36,x,Dirección de Reglamentos y Espectaculos,4420844,3739417.47,x
Pachuca de Soto,2019,CA37,x,Dirección de Relaciones Públicas,1885933,3365084.81,x
Pachuca de Soto,2019,CA38,x,Dirección de Responsabilidades,8350,0,x
Pachuca de Soto,2019,CA39,x,Dirección de Sanidad Municipal,94282037.83,126848305.9,x
Pachuca de Soto,2019,CA40,x,Dirección de Servicios Generales,27174593.75,18999026.11,x
Pachuca de Soto,2019,CA41,x,Dirección de Sustentabilidad de los Recursos Naturales,504954,358183,x
Pachuca de Soto,2019,CA42,x,Dirección de Transparencia e Información Pública Gubernamental,1118859,1040628.05,x
Pachuca de Soto,2019,CA43,x,Dirección de Turismo,1383535,2035590.05,x
Pachuca de Soto,2019,CA44,x,Dirección de Vialidad y Tránsito,36645581,36382535.91,x
Pachuca de Soto,2019,CA45,x,Dirección de Vinculación Ciudadana,2000,411006.94,x
Pachuca de Soto,2019,CA46,x,Dirección de Vinculación e lnnovación lnstitucional,3173582,1400499.68,x
Pachuca de Soto,2019,CA47,x,Dirección de Vivienda,3702444,2368864.28,x
Pachuca de Soto,2019,CA48,x,Dirección General Jurídica,2721674,2757199.38,x
Pachuca de Soto,2019,CA49,x,Instituto Municipal para la Juventud,1620333,1574710,x
Pachuca de Soto,2019,CA50,x,Jubilados,62471295,72832802,x
Pachuca de Soto,2019,CA51,x,lnstituto Municipal de lnvestigación y Planeacion,2700000,2758321.21,x
Pachuca de Soto,2019,CA52,x,lnstituto Municipal de la Cultura,4419595,4221569.24,x
Pachuca de Soto,2019,CA53,x,lnstituto Municipal de las Mujeres,2400000,2843516.67,x
Pachuca de Soto,2019,CA54,x,lnstituto Municipal del Deporte,5508984,6624970.35,x
Pachuca de Soto,2019,CA55,x,lnstituto Municipal para la Prevención de Adicciones,2417442,2157594,x
Pachuca de Soto,2019,CA56,x,Oficialia Mayor,75554,226388.32,x
Pachuca de Soto,2019,CA57,x,"Primera Unidad de Rescate, Rehabilitación de Fauna Silvestre, Endemica y Exótica de Mexico",3200000,3264288.67,x
Pachuca de Soto,2019,CA58,x,Secretaría de Administración,3721162,8909525.98,x
Pachuca de Soto,2019,CA59,x,Secretaria de Contraloria y Transparencia,2021337,1965965.55,x
Pachuca de Soto,2019,CA60,x,Secretaria de Desarrollo Económico,7041303,5771386.18,x
Pachuca de Soto,2019,CA61,x,Secretaria de Desarrollo Humano y Social,5497683,5273074.48,x
Pachuca de Soto,2019,CA62,x,Secretaria de la Tesoreria,56764857.05,51976870.2,x
Pachuca de Soto,2019,CA63,x,Secretaria de Medio Ambiente y Desarrollo Sustentable,1322906,2206053.39,x
Pachuca de Soto,2019,CA64,x,"Secretaría de Obras Públicas. Desarrollo Urbano, Vivienda y Movilidad",39164729.2,58185800.38,x
Pachuca de Soto,2019,CA65,x,Secretaria de Planeación y Evaluación,1908533,2238031.75,x
Pachuca de Soto,2019,CA66,x,"Secretaria de Seguridad Publica, Transito y Vialidad",23623467,20259188.24,x
Pachuca de Soto,2019,CA67,x,Secretaría de Servicios Municipales,9995580,10801095.53,x
Pachuca de Soto,2019,CA68,x,"Secretaria Ejecutiva del Sistema Municipal de Protección Integral de Niñas, Niños y Adolescentes",729525,473670.13,x
Pachuca de Soto,2019,CA69,x,Secretaria General,15623767,9758251.28,x
Pachuca de Soto,2019,CA70,x,Secretaría Parlicular,2595462,2316796.44,x
Pachuca de Soto,2019,CA71,x,Sindicato,9420048,12733431.61,x
Pachuca de Soto,2019,CA72,x,Sindicatura,11625,1983.9,x
Pachuca de Soto,2019,CA73,x,Sistema DIF Municipal,30983823,30795281.92,x
Pachuca de Soto,2019,CA74,x,Unidades de Apoyo de la o el Presidente Municipal,2881245,1991620.29,x
Pachuca de Soto,2019,CATOT,x,Total del gasto,857472492,974933549.6,x
Pachuca de Soto,2018,CA1,x,Asamblea Municipal,15294602,29072781.13,x
Pachuca de Soto,2018,CA2,x,Control Presupuestal,647211,623519,x
Pachuca de Soto,2018,CA3,x,Control Vehicular,5911378,5080972.41,x
Pachuca de Soto,2018,CA4,x,Departamento de Construcción,7813277,4226992.66,x
Pachuca de Soto,2018,CA5,x,Departamento de Control Canino,2308196,1949023.97,x
Pachuca de Soto,2018,CA6,x,Departamento de Control de Activo Fijo,13902,0,x
Pachuca de Soto,2018,CA7,x,Departamento de Fraccionamientos,1249769,1036107.17,x
Pachuca de Soto,2018,CA8,x,Departamento de Gestión y Control de Servicios,11966606,3056478.23,x
Pachuca de Soto,2018,CA9,x,Departamento de la Junta de Reclutamiento,357682,346008,x
Pachuca de Soto,2018,CA10,x,Departamento de Licencias de Construcción,4315104,3451593.75,x
Pachuca de Soto,2018,CA11,x,Departamento de Mantenimiento Urbano,24115554,28418456.54,x
Pachuca de Soto,2018,CA12,x,Departamento de Nóminas,1330490,1255933,x
Pachuca de Soto,2018,CA13,x,Departamento de Panteón Municipal,6660368,7464718.91,x
Pachuca de Soto,2018,CA14,x,Departamento de Parques y Jardines,30732290.49,28407071.3,x
Pachuca de Soto,2018,CA15,x,Departamento de Programa de Acción Común,1905931,1797611,x
Pachuca de Soto,2018,CA16,x,"Departamento de Recreación, Eventos Cívicos y Especiales",1683341,1409192.87,x
Pachuca de Soto,2018,CA17,x,Departamento de Supervisión,2438004,2915485.56,x
Pachuca de Soto,2018,CA18,x,Departamento de Uso de Suelo,1187972,1083415,x
Pachuca de Soto,2018,CA19,x,Depertamento de Almacén,798644,686103,x
Pachuca de Soto,2018,CA20,x,Diección de Desarrollo Urbano,4697052,3534541.64,x
Pachuca de Soto,2018,CA21,x,Dirección Administrativa,28551242.58,29215338.71,x
Pachuca de Soto,2018,CA22,x,Dirección de Alumbrado Público,42966115,67633221.19,x
Pachuca de Soto,2018,CA23,x,Dirección de Atención Telefónica SERVITEL,2190576,1453034.37,x
Pachuca de Soto,2018,CA24,x,Dirección de Auditoría,2523956,2228221.5,x
Pachuca de Soto,2018,CA25,x,Dirección de Catastro,4248758,5160559.71,x
Pachuca de Soto,2018,CA26,x,Dirección de Centro Histórico,5280881,4980381.02,x
Pachuca de Soto,2018,CA27,x,Dirección de Compras y Suministros,4290403,3682595.29,x
Pachuca de Soto,2018,CA28,x,Dirección de Comunicación Social,7046318,8391958.13,x
Pachuca de Soto,2018,CA29,x,Dirección de Control,710849,677407.48,x
Pachuca de Soto,2018,CA30,x,Dirección de Denuncias y Situación Patrimonial,1125247,979879.01,x
Pachuca de Soto,2018,CA31,x,Dirección de Desarrollo Económico,612064,1127618.64,x
Pachuca de Soto,2018,CA32,x,Dirección de Desarrollo Social,1658323.99,1566699.17,x
Pachuca de Soto,2018,CA33,x,Dirección de Educación,1266421,1065635.64,x
Pachuca de Soto,2018,CA34,x,Dirección de Egresos,1467382,1476112.19,x
Pachuca de Soto,2018,CA35,x,Dirección de Estudios y Proyectos,5824428,5144960.8,x
Pachuca de Soto,2018,CA36,x,Dirección de Gestión de la Calidad,1019367,990832.88,x
Pachuca de Soto,2018,CA37,x,Dirección de Giras y Logistica,2870609,2091222.94,x
Pachuca de Soto,2018,CA38,x,Dirección de Informática,3765078,3039113.59,x
Pachuca de Soto,2018,CA39,x,Dirección de la Oficialia del Registro del Estado Familiar,5024540,3982621.67,x
Pachuca de Soto,2018,CA40,x,Dirección de lngresos,10221076,28629481.67,x
Pachuca de Soto,2018,CA41,x,Dirección de lnspección y Vigilancia Ambiental,528090,465062,x
Pachuca de Soto,2018,CA42,x,"Dirección de Mercados, Comercio y Abasto",8094827,10132924.28,x
Pachuca de Soto,2018,CA43,x,Dirección de Movilidad,555429,5585074.59,x
Pachuca de Soto,2018,CA44,x,Dirección de Obras Públicas,1776415,1718186.09,x
Pachuca de Soto,2018,CA45,x,Dirección de Participación Social y Cultural,918913,874327.37,x
Pachuca de Soto,2018,CA46,x,Dirección de Planeación y Estadistica,7157603.02,6010062.27,x
Pachuca de Soto,2018,CA47,x,"Dirección de Planeación, Evaluación y Proyectos Estrategicos",733224,2550187.34,x
Pachuca de Soto,2018,CA48,x,Dirección de Policia Preventiva,60942564.97,65241198.51,x
Pachuca de Soto,2018,CA49,x,Dirección de Presupuesto y Contabilidad,3471122,3029943,x
Pachuca de Soto,2018,CA50,x,Dirección de Prevención del Delito,7946573.8,7484100.67,x
Pachuca de Soto,2018,CA51,x,"Dirección de Protección Civil, Bomberos y Gestión Integral de Riesgos",5083537.05,5100854.09,x
Pachuca de Soto,2018,CA52,x,Direccion de Recursos Humanos,56726875,60792767.48,x
Pachuca de Soto,2018,CA53,x,Dirección de Reglamentos y Espectaculos,4636274,3899438.12,x
Pachuca de Soto,2018,CA54,x,Dirección de Relaciones Públicas,1038022,1798430.8,x
Pachuca de Soto,2018,CA55,x,Dirección de Responsabilidades,1086458,1021500.59,x
Pachuca de Soto,2018,CA56,x,Dirección de Sanidad Municipal,64646055,89428460.65,x
Pachuca de Soto,2018,CA57,x,Dirección de Servicios Generales,10333660,11128221.62,x
Pachuca de Soto,2018,CA58,x,Dirección de Sustentabilidad de los Recursos Naturales,503984,389636,x
Pachuca de Soto,2018,CA59,x,Dirección de Turismo,1382597,1404879.73,x
Pachuca de Soto,2018,CA60,x,Dirección de Vialidad y Tránsito,31921503.14,38027916.67,x
Pachuca de Soto,2018,CA61,x,Dirección de Vinculación e lnnovación lnstitucional,1534387,3602314.74,x
Pachuca de Soto,2018,CA62,x,Dirección de Vivienda,1449633,833948.8,x
Pachuca de Soto,2018,CA63,x,Dirección General Jurídica,2590703.06,2125101.64,x
Pachuca de Soto,2018,CA64,x,Instituto Municipal para la Juventud,1620333,1670322,x
Pachuca de Soto,2018,CA65,x,Jubilados,58576491,60189216,x
Pachuca de Soto,2018,CA66,x,lnstitulo Municipal de lnvestigación y Planeacion,2700000,2807191.66,x
Pachuca de Soto,2018,CA67,x,lnstituto Municipal de la Cultura,4419595,4063454.99,x
Pachuca de Soto,2018,CA68,x,lnstituto Municipal de las Mujeres,2400000,2594377.53,x
Pachuca de Soto,2018,CA69,x,lnstituto Municipal del Deporte,5508984,6731297.43,x
Pachuca de Soto,2018,CA70,x,lnstituto Municipal para la Prevención de Adicciones,2417442,2342876,x
Pachuca de Soto,2018,CA71,x,Oficialia Mayor,75554,50608.41,x
Pachuca de Soto,2018,CA72,x,Presidencia del DIF Municipal,35837703.48,31453814.58,x
Pachuca de Soto,2018,CA73,x,Secretaría de Administración,2313531,8811387.58,x
Pachuca de Soto,2018,CA74,x,Secretaria de Contraloria y Transparencia Municipal,2013205,1665614.76,x
Pachuca de Soto,2018,CA75,x,Secretaria de Desarrollo Económico,5420590.65,5448996.63,x
Pachuca de Soto,2018,CA76,x,Secretaria de Desarrollo Humano y Social,5220487,5482698.98,x
Pachuca de Soto,2018,CA77,x,Secretaria de la Tesoreria Municipal,54957508.7,67822010.89,x
Pachuca de Soto,2018,CA78,x,Secretaria de Medio Ambiente y Desarrollo Sustentable,1596226,1754730.06,x
Pachuca de Soto,2018,CA79,x,"Secretaría de Obras Públicas. Desarrollo Urbano, Vivienda y Movilidad",33313343,63689449.54,x
Pachuca de Soto,2018,CA80,x,Secretaria de Planeación y Evaluación,2699116,2790424.4,x
Pachuca de Soto,2018,CA81,x,"Secretaria de Seguridad Publica, Transito y Vialidad",28100387.04,23263303.26,x
Pachuca de Soto,2018,CA82,x,Secretaría de Servicios Públicos Municipales,13204313,12041695.37,x
Pachuca de Soto,2018,CA83,x,Secretaria Ejecutiva,728790,553315.15,x
Pachuca de Soto,2018,CA84,x,Secretaria General Municipal,14033946.4,8449489.14,x
Pachuca de Soto,2018,CA85,x,Secretaría Parlicular,2744962,2430718.9,x
Pachuca de Soto,2018,CA86,x,Sindicato,9733958,9991102.66,x
Pachuca de Soto,2018,CA87,x,Sindicatura,11625,4061.02,x
Pachuca de Soto,2018,CA88,x,Unidad de Rescate Bioparque,2600000,3279612.73,x
Pachuca de Soto,2018,CA89,x,Unidades de Apoyo de la o el Presidente Municipal,3017627,2092756.23,x
Pachuca de Soto,2018,CATOT,x,Total del gasto,828415176.4,953451963.7,x
Puebla,2021,CA1,x,CABILDO MUNICIPAL,75487780,86291324.21,x
Puebla,2021,CA2,x,PRESIDENCIA MUNICIPAL,41922562,37641360.12,x
Puebla,2021,CA3,x,SINDICATURA MUNICIPAL,46351677,45572488.73,x
Puebla,2021,CA4,x,SECRETARÍA DEL H. AYUNTAMIENTO,52617488,70134110.21,x
Puebla,2021,CA5,x,TESORERÍA MUNICIPAL,512565732,359248044.3,x
Puebla,2021,CA6,x,CONTRALORÍA MUNICIPAL,46798416,55212363.6,x
Puebla,2021,CA7,x,SECRETARÍA DE GOBERNACIÓN,168967738,171560771,x
Puebla,2021,CA8,x,SECRETARÍA DE BIENESTAR,222964165,227582698.5,x
Puebla,2021,CA9,x,SECRETARÍA DE INFRAESTRUCTURA Y SERVICIOS PÚBLICOS,876128508,1690467797,x
Puebla,2021,CA10,x,SECRETARÍA DE DESARROLLO URBANO Y SUSTENTABILIDAD,115405932,119012941,x
Puebla,2021,CA11,x,SECRETARÍA DE DESARROLLO ECONÓMICO,34847482,45185416.27,x
Puebla,2021,CA12,x,SECRETARÍA DE ADMINISTRACIÓN,699296541,871605041.8,x
Puebla,2021,CA13,x,SECRETARÍA DE SEGURIDAD CIUDADANA,885865452,990461861.2,x
Puebla,2021,CA14,x,COORDINACIÓN GENERAL DE TRANSPARENCIA,8919555,7470182.25,x
Puebla,2021,CA15,x,SECRETARÍA DE TURISMO,19300570,18081363.61,x
Puebla,2021,CA16,x,COORDINACIÓN GENERAL DE COMUNICACIÓN SOCIAL,96513994,119277786.8,x
Puebla,2021,CA17,x,SECRETARÍA DE MOVILIDAD,51547793,63762026.99,x
Puebla,2021,CA18,x,SECRETARÍA PARA LA IGUALDAD SUSTANTIVA DE GÉNERO,20181180,20571765.98,x
Puebla,2021,CA19,x,SECRETARÍA DE PROTECCIÓN CIVIL Y GESTIÓN INTEGRAL DE RIESGOS,47431827,45910285.48,x
Puebla,2021,CA20,x,SISTEMA DIF MUNICIPAL,117979062,128401592.1,x
Puebla,2021,CA21,x,ORGANISMO OPERADOR DEL SERVICIO DE LIMPIA,374939504,391913426.8,x
Puebla,2021,CA22,x,INSTITUTO MUNICIPAL DE ARTE Y CULTURA DE PUEBLA,29733729,34393729,x
Puebla,2021,CA23,x,INSTITUTO MUNICIPAL DE PLANEACIÓN,23393214,22995663.34,x
Puebla,2021,CA24,x,INSTITUTO MUNICIPAL DEL DEPORTE DE PUEBLA,21859794,26918646,x
Puebla,2021,CA25,x,INSTITUTO DE LA JUVENTUD DEL MUNICIPIO DE PUEBLA,9321551,9471551,x
Puebla,2021,CA26,x,INDUSTRIAL DE ABASTOS PUEBLA,8765160,17829407.32,x
Puebla ,2021,CATOT,x,Total del gasto,4609106406,5676973645,x
Puebla,2020,CA1,x,CABILDO MUNICIPAL,76078455,80937872.55,x
Puebla,2020,CA2,x,PRESIDENCIA MUNICIPAL,44225199,42780863.87,x
Puebla,2020,CA3,x,SINDICATURA MUNICIPAL,49412582,90556411.69,x
Puebla,2020,CA4,x,SECRETARÍA DEL H. AYUNTAMIENTO,55877798,66080846.75,x
Puebla,2020,CA5,x,TESORERÍA MUNICIPAL,909808350,482836505.8,x
Puebla,2020,CA6,x,CONTRALORÍA MUNICIPAL,48381066,48850182.94,x
Puebla,2020,CA7,x,SECRETARÍA DE GOBERNACIÓN,192128816,184126275.2,x
Puebla,2020,CA8,x,SECRETARÍA DE BIENESTAR,222944672,124857315,x
Puebla,2020,CA9,x,SECRETARÍA DE INFRAESTRUCTURA Y SERVICIOS PÚBLICOS,912456551,1315457583,x
Puebla,2020,CA10,x,SECRETARÍA DE DESARROLLO URBANO Y SUSTENTABILIDAD,124880141,115225221.2,x
Puebla,2020,CA11,x,SECRETARÍA DE DESARROLLO ECONÓMICO,39422052,64151090.46,x
Puebla,2020,CA12,x,SECRETARÍA DE ADMINISTRACIÓN,835972572,810933577.7,x
Puebla,2020,CA13,x,SECRETARÍA DE SEGURIDAD CIUDADANA,913052796,1023499979,x
Puebla,2020,CA14,x,COORDINACIÓN GENERAL DE TRANSPARENCIA,8927471,8795694.01,x
Puebla,2020,CA15,x,SECRETARÍA DE TURISMO,20381371,20336394.09,x
Puebla,2020,CA16,x,COORDINACIÓN GENERAL DE COMUNICACIÓN SOCIAL,118674650,123986674.7,x
Puebla,2020,CA17,x,SECRETARÍA DE MOVILIDAD,77053658,46317760.07,x
Puebla,2020,CA18,x,SECRETARÍA PARA LA IGUALDAD SUSTANTIVA DE GÉNERO,20195237,16641832.65,x
Puebla,2020,CA19,x,SECRETARÍA DE PROTECCIÓN CIVIL Y GESTIÓN INTEGRAL DE RIESGOS,0,38749826,x
Puebla,2020,CA20,x,SISTEMA DIF MUNICIPAL,134067116,142972296.2,x
Puebla,2020,CA21,x,ORGANISMO OPERADOR DEL SERVICIO DE LIMPIA,374939504,367610004.6,x
Puebla,2020,CA22,x,INSTITUTO MUNICIPAL DE ARTE Y CULTURA DE PUEBLA,38613904,28889302.04,x
Puebla,2020,CA23,x,INSTITUTO MUNICIPAL DE PLANEACIÓN,25901380,26005282.49,x
Puebla,2020,CA24,x,INSTITUTO MUNICIPAL DEL DEPORTE DE PUEBLA,25875704,27915195.32,x
Puebla,2020,CA25,x,INSTITUTO DE LA JUVENTUD DEL MUNICIPIO DE PUEBLA,10592672,9437319,x
Puebla,2020,CA26,x,INDUSTRIAL DE ABASTOS PUEBLA,10145160,12204092.47,x
Puebla,2020,CATOT,x,Total del gasto,14508221689,16674102687,x
Puebla,2019,CA1,x,CABILDO MUNICIPAL,74957735,79489346.47,x
Puebla,2019,CA2,x,PRESIDENCIA MUNICIPAL,47189926,41492563.48,x
Puebla,2019,CA3,x,SINDICATURA MUNICIPAL,48102182,57273551.7,x
Puebla,2019,CA4,x,SECRETARÍA DEL H. AYUNTAMIENTO,53858298,53826534.92,x
Puebla,2019,CA5,x,TESORERÍA MUNICIPAL,1003090128,478710132.4,x
Puebla,2019,CA6,x,CONTRALORÍA MUNICIPAL,47311593,43002695.23,x
Puebla,2019,CA7,x,SECRETARÍA DE GOBERNACIÓN,179750303,163115101.5,x
Puebla,2019,CA8,x,SECRETARÍA DE DESARROLLO SOCIAL,236948633,132010389.6,x
Puebla,2019,CA9,x,SECRETARÍA DE INFRAESTRUCTURA Y SERVICIOS PÚBLICOS,911573095,1112418964,x
Puebla,2019,CA10,x,SECRETARÍA DE DESARROLLO URBANO Y SUSTENTABILIDAD,122937093,116987457.4,x
Puebla,2019,CA11,x,SECRETARÍA DE DESARROLLO ECONÓMICO,38042261,46864937.87,x
Puebla,2019,CA12,x,SECRETARÍA DE ADMINISTRACIÓN,766699940,788209870.9,x
Puebla,2019,CA13,x,SECRETARÍA DE SEGURIDAD PÚBLICA Y TRANSITO MUNICIPAL,750139917,733343019.8,x
Puebla,2019,CA14,x,COORDINACIÓN GENERAL DE TRANSPARENCIA,7728728,6627171.68,x
Puebla,2019,CA15,x,SECRETARÍA DE TURISMO,19232568,19220249.26,x
Puebla,2019,CA16,x,COORDINACIÓN GENERAL DE COMUNICACIÓN SOCIAL,60351766,118887773.5,x
